INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192001069,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,355,,2019-01-04 16:09,2019,1,Friday,16,Part Three,PARK ST,42.29878438,-71.06011998,"(42.29878438, -71.06011998)"
192098079,3005,,SICK ASSIST,C11, ,0,2019-12-05 18:21,2019,12,Thursday,18,,WALDECK ST,42.298819,-71.0657,"(42.29881900, -71.06570000)"
192097867,2647,,THREATS TO DO BODILY HARM,C11, ,0,2019-12-05 0:00,2019,12,Thursday,0,,WALDECK ST,42.298819,-71.0657,"(42.29881900, -71.06570000)"
192091491,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,446,0,2019-11-11 15:06,2019,11,Monday,15,,ELMONT ST,42.298819,-71.077529,"(42.29881900, -71.07752900)"
192088772,801,,ASSAULT - SIMPLE,C11,358,0,2019-11-02 2:15,2019,11,Saturday,2,,WALDECK ST,42.298819,-71.0657,"(42.29881900, -71.06570000)"
192087830,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,446,0,2019-10-30 0:00,2019,10,Wednesday,0,,ELMONT ST,42.298819,-71.077529,"(42.29881900, -71.07752900)"
192086071,3005,,SICK ASSIST,C11, ,0,2019-10-24 0:43,2019,10,Thursday,0,,WALDECK ST,42.298819,-71.0657,"(42.29881900, -71.06570000)"
I192046121,3125,Warrant Arrests,WARRANT ARREST,B3,446,,2019-06-18 6:58,2019,6,Tuesday,6,Part Three,ELMONT ST,42.29881915,-71.07752992,"(42.29881915, -71.07752992)"
I192041801,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,446,,2019-06-03 20:30,2019,6,Monday,20,Part One,ELMONT ST,42.29881915,-71.07752992,"(42.29881915, -71.07752992)"
I192039504,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,446,,2019-05-26 20:57,2019,5,Sunday,20,Part Two,ELMONT ST,42.29881915,-71.07752992,"(42.29881915, -71.07752992)"
I192039504,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,446,,2019-05-26 20:57,2019,5,Sunday,20,Part One,ELMONT ST,42.29881915,-71.07752992,"(42.29881915, -71.07752992)"
I192039504,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,446,,2019-05-26 20:57,2019,5,Sunday,20,Part One,ELMONT ST,42.29881915,-71.07752992,"(42.29881915, -71.07752992)"
I192039504,1402,Vandalism,VANDALISM,B3,446,,2019-05-26 20:57,2019,5,Sunday,20,Part Two,ELMONT ST,42.29881915,-71.07752992,"(42.29881915, -71.07752992)"
I192076938,3001,Medical Assistance,DEATH INVESTIGATION,C11,358,,2019-09-24 7:32,2019,9,Tuesday,7,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192070525,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2019-09-04 8:15,2019,9,Wednesday,8,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192059565,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,358,,2019-08-01 9:05,2019,8,Thursday,9,Part One,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192051636,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2019-07-06 8:24,2019,7,Saturday,8,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192044324,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,358,,2019-06-10 21:00,2019,6,Monday,21,Part One,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192039981,2647,Other,THREATS TO DO BODILY HARM,C11,358,,2019-05-28 13:45,2019,5,Tuesday,13,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192033393,2629,Harassment,HARASSMENT,C11,358,,2019-05-06 10:59,2019,5,Monday,10,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192030823,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2019-04-26 18:12,2019,4,Friday,18,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192028992,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2019-04-20 4:05,2019,4,Saturday,4,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192028001,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2019-04-16 10:07,2019,4,Tuesday,10,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192024404,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,358,,2019-04-03 0:58,2019,4,Wednesday,0,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192011899,3125,Warrant Arrests,WARRANT ARREST,C11,358,,2019-02-14 21:54,2019,2,Thursday,21,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I172100448,3125,Warrant Arrests,WARRANT ARREST,C11,358,,2019-02-14 21:00,2019,2,Thursday,21,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192004430,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2019-01-17 5:14,2019,1,Thursday,5,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I192002392,1402,Vandalism,VANDALISM,C11,358,,2019-01-09 11:48,2019,1,Wednesday,11,Part Two,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
192081663,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,357,0,2019-10-09 6:30,2019,10,Wednesday,6,,DAKOTA ST,42.298835,-71.071738,"(42.29883500, -71.07173800)"
192092997,3301,,VERBAL DISPUTE,B3,453,0,2019-11-16 21:13,2019,11,Saturday,21,,HARVARD PARK,42.298848,-71.074499,"(42.29884800, -71.07449900)"
192092146,423,,ASSAULT - AGGRAVATED,B3,453,0,2019-11-14 2:36,2019,11,Thursday,2,,HARVARD PARK,42.298848,-71.074499,"(42.29884800, -71.07449900)"
192080133,3115,,INVESTIGATE PERSON,B3,453,0,2019-10-03 23:52,2019,10,Thursday,23,,HARVARD PARK,42.298848,-71.074499,"(42.29884800, -71.07449900)"
I192005450,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,453,,2019-01-21 13:12,2019,1,Monday,13,Part Three,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I192000977,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,453,,2019-01-04 12:29,2019,1,Friday,12,Part Three,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I192000977,1402,Vandalism,VANDALISM,B3,453,,2019-01-04 12:29,2019,1,Friday,12,Part Two,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I192029596,3115,Investigate Person,INVESTIGATE PERSON,B3,444,,2019-04-22 16:41,2019,4,Monday,16,Part Three,GLENWAY ST,42.29887173,-71.0813886,"(42.29887173, -71.08138860)"
192096201,3106,,PROPERTY - ACCIDENTAL DAMAGE,C11,358,0,2019-11-27 23:02,2019,11,Wednesday,23,,,42.298886,-71.063799,"(42.29888600, -71.06379900)"
192081954,3006,,SICK/INJURED/MEDICAL - PERSON,C11, ,0,2019-10-10 2:45,2019,10,Thursday,2,,,42.298886,-71.063799,"(42.29888600, -71.06379900)"
I192076349,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,358,,2019-09-22 11:33,2019,9,Sunday,11,Part Three,GENEVA AVE,42.29888634,-71.06379903,"(42.29888634, -71.06379903)"
I192005405,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2019-01-21 10:59,2019,1,Monday,10,Part Three,GENEVA AVE,42.29888634,-71.06379903,"(42.29888634, -71.06379903)"
192080141,2907,,VAL - OPERATING AFTER REV/SUSP.,B3, ,0,2019-10-04 1:49,2019,10,Friday,1,,,42.298891,-71.075213,"(42.29889100, -71.07521300)"
192095019,301,,ROBBERY,B3, ,0,2019-11-23 23:23,2019,11,Saturday,23,,,42.298899,-71.075216,"(42.29889900, -71.07521600)"
I192073752,3114,Investigate Property,INVESTIGATE PROPERTY,B3,445,,2019-09-13 22:44,2019,9,Friday,22,Part Three,MAYBROOK ST,42.29890324,-71.08058632,"(42.29890324, -71.08058632)"
I192064566,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,445,,2019-08-17 2:35,2019,8,Saturday,2,Part One,MAYBROOK ST,42.29890324,-71.08058632,"(42.29890324, -71.08058632)"
I192064618,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,445,,2019-08-17 1:00,2019,8,Saturday,1,Part One,MAYBROOK ST,42.29890324,-71.08058632,"(42.29890324, -71.08058632)"
I192013364,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,445,,2019-02-20 22:44,2019,2,Wednesday,22,Part Three,MAYBROOK ST,42.29890324,-71.08058632,"(42.29890324, -71.08058632)"
I192047003,1402,Vandalism,VANDALISM,B3,444,,2019-06-20 20:30,2019,6,Thursday,20,Part Two,BRADSHAW ST,42.29890415,-71.08187549,"(42.29890415, -71.08187549)"
I192045711,724,Auto Theft,AUTO THEFT,C11,355,,2019-06-16 17:36,2019,6,Sunday,17,Part One,GREENWOOD PARK,42.29892514,-71.05958065,"(42.29892514, -71.05958065)"
192087181,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2019-10-28 7:44,2019,10,Monday,7,,,42.298933,-71.071382,"(42.29893300, -71.07138200)"
192090267,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,2019-11-06 21:15,2019,11,Wednesday,21,,,42.29894,-71.07139,"(42.29894000, -71.07139000)"
I192077779,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,566,,2019-09-26 12:56,2019,9,Thursday,12,Part One,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192073243,3115,Investigate Person,INVESTIGATE PERSON,B2,566,,2019-09-12 13:30,2019,9,Thursday,13,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192073135,3201,Property Lost,PROPERTY - LOST,B2,566,,2019-09-12 9:44,2019,9,Thursday,9,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192072788,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,566,,2019-08-30 0:00,2019,8,Friday,0,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192065335,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,566,,2019-08-19 16:54,2019,8,Monday,16,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192062278,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,566,,2019-08-09 0:00,2019,8,Friday,0,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192056890,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,566,,2019-07-22 15:00,2019,7,Monday,15,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192048732,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,566,,2019-06-25 16:50,2019,6,Tuesday,16,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192058948,617,Larceny,LARCENY THEFT FROM BUILDING,B2,566,,2019-06-24 8:00,2019,6,Monday,8,Part One,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192036182,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,566,,2019-05-15 18:25,2019,5,Wednesday,18,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I182042138,3125,Warrant Arrests,WARRANT ARREST,B2,566,,2019-02-05 17:30,2019,2,Tuesday,17,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192002913,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,566,,2019-01-11 11:31,2019,1,Friday,11,Part Three,MORTON ST,42.29894455,-71.10233161,"(42.29894455, -71.10233161)"
I192072733,3115,Investigate Person,INVESTIGATE PERSON,B3,454,,2019-09-11 0:30,2019,9,Wednesday,0,Part Three,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192072060,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,446,,2019-09-08 23:41,2019,9,Sunday,23,Part Two,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192061087,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,446,,2019-08-05 22:00,2019,8,Monday,22,Part Three,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192052294,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,454,,2019-07-08 16:12,2019,7,Monday,16,Part One,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192040719,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,454,,2019-05-31 3:05,2019,5,Friday,3,Part Three,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192022160,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,B3,454,,2019-03-26 14:55,2019,3,Tuesday,14,Part Two,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192016494,3001,Medical Assistance,DEATH INVESTIGATION,B3,446,,2019-03-05 8:36,2019,3,Tuesday,8,Part Three,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192016494,1874,Drug Violation,DRUGS - OTHER,B3,446,,2019-03-05 8:36,2019,3,Tuesday,8,Part Two,SHAFTER ST,42.29895336,-71.0768587,"(42.29895336, -71.07685870)"
I192060204,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,354,,2019-08-02 23:29,2019,8,Friday,23,Part Three,STURTEVANT ST,42.29895699,-71.05564776,"(42.29895699, -71.05564776)"
192103145,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,354,0,2019-12-19 19:50,2019,12,Thursday,19,,CHRISTOPHER ST,42.298962,-71.057044,"(42.29896200, -71.05704400)"
I192074701,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,354,,2019-09-16 11:43,2019,9,Monday,11,Part Three,CHRISTOPHER ST,42.29896223,-71.0570442,"(42.29896223, -71.05704420)"
I192068848,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,354,,2019-08-30 1:56,2019,8,Friday,1,Part One,CHRISTOPHER ST,42.29896223,-71.0570442,"(42.29896223, -71.05704420)"
I192068848,2610,Other,TRESPASSING,C11,354,,2019-08-30 1:56,2019,8,Friday,1,Part Two,CHRISTOPHER ST,42.29896223,-71.0570442,"(42.29896223, -71.05704420)"
I192068848,1304,Recovered Stolen Property,PROPERTY - STOLEN THEN RECOVERED,C11,354,,2019-08-30 1:56,2019,8,Friday,1,Part Two,CHRISTOPHER ST,42.29896223,-71.0570442,"(42.29896223, -71.05704420)"
I192074991,1402,Vandalism,VANDALISM,B3,457,,2019-09-18 2:00,2019,9,Wednesday,2,Part Two,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
I192062527,1402,Vandalism,VANDALISM,B3,457,,2019-08-10 10:49,2019,8,Saturday,10,Part Two,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
I192054465,1107,Fraud,FRAUD - IMPERSONATION,B3,457,,2019-07-15 10:00,2019,7,Monday,10,Part Two,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
I192041778,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,457,,2019-06-03 17:16,2019,6,Monday,17,Part Three,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
I192035073,3115,Investigate Person,INVESTIGATE PERSON,B3,457,,2019-05-11 17:26,2019,5,Saturday,17,Part Three,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
I192028117,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,457,,2019-04-16 17:20,2019,4,Tuesday,17,Part One,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
I192014611,2647,Other,THREATS TO DO BODILY HARM,B3,457,,2019-02-25 18:49,2019,2,Monday,18,Part Two,MCLELLAN ST,42.29896425,-71.08305246,"(42.29896425, -71.08305246)"
192101717,3205,,M/V PLATES - LOST,C11,353,0,2019-12-18 13:09,2019,12,Wednesday,13,,WILLIAM T MORRISSEY BLVD,42.298965,-71.049442,"(42.29896500, -71.04944200)"
192095026,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,353,0,2019-11-23 23:42,2019,11,Saturday,23,,WILLIAM T MORRISSEY BLVD,42.298965,-71.049442,"(42.29896500, -71.04944200)"
192094998,641,,BREAKING AND ENTERING (B&E) MOTOR VEHICLE,C11,353,0,2019-11-23 21:20,2019,11,Saturday,21,,WILLIAM T MORRISSEY BLVD,42.298965,-71.049442,"(42.29896500, -71.04944200)"
192083876,724,,AUTO THEFT,C11,353,0,2019-10-01 11:00,2019,10,Tuesday,11,,WILLIAM T MORRISSEY BLVD,42.298965,-71.049442,"(42.29896500, -71.04944200)"
I192065690,724,Auto Theft,AUTO THEFT,C11,353,,2019-08-09 10:00,2019,8,Friday,10,Part One,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192063759,724,Auto Theft,AUTO THEFT,C11,353,,2019-07-30 9:00,2019,7,Tuesday,9,Part One,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192054514,3115,Investigate Person,INVESTIGATE PERSON,C11,353,,2019-07-15 18:13,2019,7,Monday,18,Part Three,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192038201,3205,License Plate Related Incidents,M/V PLATES - LOST,C11,353,,2019-05-22 14:48,2019,5,Wednesday,14,Part Three,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192029752,3205,License Plate Related Incidents,M/V PLATES - LOST,C11,353,,2019-04-15 0:00,2019,4,Monday,0,Part Three,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192004747,1001,Counterfeiting,FORGERY / COUNTERFEITING,C11,353,,2019-01-16 8:39,2019,1,Wednesday,8,Part Two,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192001700,1402,Vandalism,VANDALISM,C11,353,,2019-01-07 8:07,2019,1,Monday,8,Part Two,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192001522,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,C11,353,,2019-01-04 18:30,2019,1,Friday,18,Part Two,WILLIAM T MORRISSEY BLVD,42.29896518,-71.04944203,"(42.29896518, -71.04944203)"
I192076930,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,566,,2019-09-24 6:20,2019,9,Tuesday,6,Part Three,JEWISH WAR VETERANS DR,42.29896577,-71.09979227,"(42.29896577, -71.09979227)"
I192033648,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,,2019-05-07 3:37,2019,5,Tuesday,3,Part One,PARK ST,42.29899344,-71.05932441,"(42.29899344, -71.05932441)"
I192019613,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,351,,2019-03-16 12:30,2019,3,Saturday,12,Part Three,PARK ST,42.29899344,-71.05932441,"(42.29899344, -71.05932441)"
I192014196,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,351,,2019-02-24 4:15,2019,2,Sunday,4,Part Three,PARK ST,42.29899344,-71.05932441,"(42.29899344, -71.05932441)"
I192060014,3410,Towed,TOWED MOTOR VEHICLE,B3,453,,2019-08-02 13:25,2019,8,Friday,13,Part Three,HARVARD ST,42.29901488,-71.07481814,"(42.29901488, -71.07481814)"
I192058518,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,453,,2019-07-28 22:00,2019,7,Sunday,22,Part Three,HARVARD ST,42.29901488,-71.07481814,"(42.29901488, -71.07481814)"
I192041681,3201,Property Lost,PROPERTY - LOST,B3,454,,2019-06-02 19:00,2019,6,Sunday,19,Part Three,HARVARD ST,42.29901488,-71.07481814,"(42.29901488, -71.07481814)"
I192004909,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,454,,2019-01-18 17:25,2019,1,Friday,17,Part One,HARVARD ST,42.29901488,-71.07481814,"(42.29901488, -71.07481814)"
192102559,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11,357,0,2019-12-21 8:55,2019,12,Saturday,8,,WASHINGTON ST,42.299016,-71.073375,"(42.29901600, -71.07337500)"
192089859,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,453,0,2019-11-05 12:30,2019,11,Tuesday,12,,WASHINGTON ST,42.299016,-71.073375,"(42.29901600, -71.07337500)"
I192063867,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,357,,2019-08-14 19:53,2019,8,Wednesday,19,Part Three,WASHINGTON ST,42.29901707,-71.07337539,"(42.29901707, -71.07337539)"
I192029913,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,453,,2019-04-20 15:20,2019,4,Saturday,15,Part Three,WASHINGTON ST,42.29901707,-71.07337539,"(42.29901707, -71.07337539)"
I192063116,3114,Investigate Property,INVESTIGATE PROPERTY,C11,354,,2019-08-12 15:37,2019,8,Monday,15,Part Three,ADAMS ST,42.29903803,-71.05780292,"(42.29903803, -71.05780292)"
I192050758,724,Auto Theft,AUTO THEFT,C11,355,,2019-07-03 12:04,2019,7,Wednesday,12,Part One,ADAMS ST,42.29903803,-71.05780292,"(42.29903803, -71.05780292)"
I192045005,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,355,,2019-06-14 5:40,2019,6,Friday,5,Part One,ADAMS ST,42.29903803,-71.05780292,"(42.29903803, -71.05780292)"
I192020332,3410,Towed,TOWED MOTOR VEHICLE,C11,355,,2019-03-19 10:25,2019,3,Tuesday,10,Part Three,ADAMS ST,42.29903803,-71.05780292,"(42.29903803, -71.05780292)"
I192003797,3114,Investigate Property,INVESTIGATE PROPERTY,C11,355,,2019-01-14 21:02,2019,1,Monday,21,Part Three,ADAMS ST,42.29903803,-71.05780292,"(42.29903803, -71.05780292)"
192103199,801,,ASSAULT - SIMPLE,E13,510,0,2019-12-23 18:07,2019,12,Monday,18,,TOWER ST,42.299063,-71.111834,"(42.29906300, -71.11183400)"
192103173,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,509,0,2019-12-23 16:20,2019,12,Monday,16,,TOWER ST,42.299063,-71.111834,"(42.29906300, -71.11183400)"
192084803,3410,,TOWED MOTOR VEHICLE,E13,509,0,2019-10-19 20:29,2019,10,Saturday,20,,TOWER ST,42.299063,-71.111834,"(42.29906300, -71.11183400)"
192079853,1832,,SICK ASSIST - DRUG RELATED ILLNESS,E13,509,0,2019-10-03 0:23,2019,10,Thursday,0,,TOWER ST,42.299063,-71.111834,"(42.29906300, -71.11183400)"
I192077246,3410,Towed,TOWED MOTOR VEHICLE,E13,510,,2019-09-24 21:35,2019,9,Tuesday,21,Part Three,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192049357,3410,Towed,TOWED MOTOR VEHICLE,E13,510,,2019-06-28 17:35,2019,6,Friday,17,Part Three,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192049357,724,Auto Theft,AUTO THEFT,E13,510,,2019-06-28 17:35,2019,6,Friday,17,Part One,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192038845,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,E13,510,,2019-05-24 12:57,2019,5,Friday,12,Part Two,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192024324,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E13,510,,2019-04-02 17:32,2019,4,Tuesday,17,Part One,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192019378,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,509,,2019-03-15 20:09,2019,3,Friday,20,Part Three,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192014263,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,E13,509,,2019-02-24 14:49,2019,2,Sunday,14,Part Three,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192013444,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,509,,2019-02-21 10:40,2019,2,Thursday,10,Part Three,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192011908,3410,Towed,TOWED MOTOR VEHICLE,E13,509,,2019-02-14 22:00,2019,2,Thursday,22,Part Three,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I192060077,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E5,748,,2019-08-02 16:12,2019,8,Friday,16,Part Three,COREY ST,42.29908419,-71.16929671,"(42.29908419, -71.16929671)"
192089399,3115,,INVESTIGATE PERSON,B3, ,0,2019-11-04 12:30,2019,11,Monday,12,,BLUE HILL AVE,42.299087,-71.086522,"(42.29908700, -71.08652200)"
I192060980,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,2019-08-05 16:45,2019,8,Monday,16,Part Three,BLUE HILL AVE,42.29908734,-71.08652243,"(42.29908734, -71.08652243)"
I192058651,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,444,,2019-07-29 11:58,2019,7,Monday,11,Part Three,BLUE HILL AVE,42.29908734,-71.08652243,"(42.29908734, -71.08652243)"
I192043270,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,444,,2019-06-08 10:45,2019,6,Saturday,10,Part Two,BLUE HILL AVE,42.29908734,-71.08652243,"(42.29908734, -71.08652243)"
I192043270,3130,Search Warrants,SEARCH WARRANT,B3,444,,2019-06-08 10:45,2019,6,Saturday,10,Part Three,BLUE HILL AVE,42.29908734,-71.08652243,"(42.29908734, -71.08652243)"
I192043270,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,B3,444,,2019-06-08 10:45,2019,6,Saturday,10,Part Two,BLUE HILL AVE,42.29908734,-71.08652243,"(42.29908734, -71.08652243)"
