INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192048103,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,751,,2019-06-24 19:51,2019,6,Monday,19,Part Two,LAKE ST,42.34407266,-71.16409791,"(42.34407266, -71.16409791)"
I192048103,1402,Vandalism,VANDALISM,D14,751,,2019-06-24 19:51,2019,6,Monday,19,Part Two,LAKE ST,42.34407266,-71.16409791,"(42.34407266, -71.16409791)"
I192048103,2403,Disorderly Conduct,DISTURBING THE PEACE,D14,751,,2019-06-24 19:51,2019,6,Monday,19,Part Two,LAKE ST,42.34407266,-71.16409791,"(42.34407266, -71.16409791)"
I192047543,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,D14,751,,2019-06-22 17:45,2019,6,Saturday,17,Part Three,LAKE ST,42.34407266,-71.16409791,"(42.34407266, -71.16409791)"
I192038565,1402,Vandalism,VANDALISM,D14,751,,2019-05-16 1:30,2019,5,Thursday,1,Part Two,LAKE ST,42.34407266,-71.16409791,"(42.34407266, -71.16409791)"
I192075779,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4,619,,2019-09-20 11:30,2019,9,Friday,11,Part Three,EDGERLY RD,42.34407649,-71.08705046,"(42.34407649, -71.08705046)"
I192063140,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,619,,2019-08-12 2:00,2019,8,Monday,2,Part One,EDGERLY RD,42.34407649,-71.08705046,"(42.34407649, -71.08705046)"
192101978,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,0,2019-12-17 10:00,2019,12,Tuesday,10,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192100725,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,0,2019-12-14 17:34,2019,12,Saturday,17,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192100700,617,,LARCENY THEFT FROM BUILDING,D4,628,0,2019-12-14 15:10,2019,12,Saturday,15,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192101798,613,,LARCENY SHOPLIFTING,D4,628,0,2019-12-11 8:04,2019,12,Wednesday,8,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192099397,617,,LARCENY THEFT FROM BUILDING,D4,628,0,2019-12-10 13:44,2019,12,Tuesday,13,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192098682,3301,,VERBAL DISPUTE,D4,627,0,2019-12-07 21:33,2019,12,Saturday,21,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192098469,301,,ROBBERY,D4, ,0,2019-12-07 0:10,2019,12,Saturday,0,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192091086,3502,,MISSING PERSON - LOCATED,D4,627,0,2019-11-10 5:40,2019,11,Sunday,5,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192088746,3111,,LICENSE PREMISE VIOLATION,D4,628,0,2019-11-01 23:47,2019,11,Friday,23,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192087752,3115,,INVESTIGATE PERSON,D4,627,0,2019-10-29 22:11,2019,10,Tuesday,22,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192087139,724,,AUTO THEFT,D4,627,0,2019-10-27 21:10,2019,10,Sunday,21,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192087661,617,,LARCENY THEFT FROM BUILDING,D4,628,0,2019-10-27 15:00,2019,10,Sunday,15,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192082838,3115,,INVESTIGATE PERSON,D4,627,0,2019-10-13 3:28,2019,10,Sunday,3,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
192079637,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,628,0,2019-10-02 11:57,2019,10,Wednesday,11,,BROOKLINE AVE,42.344107,-71.101802,"(42.34410700, -71.10180200)"
I192077120,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2019-09-24 16:00,2019,9,Tuesday,16,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192077120,2647,Other,THREATS TO DO BODILY HARM,D4,627,,2019-09-24 16:00,2019,9,Tuesday,16,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192076775,617,Larceny,LARCENY THEFT FROM BUILDING,D4,627,,2019-09-23 15:03,2019,9,Monday,15,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192074632,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,627,,2019-09-17 3:08,2019,9,Tuesday,3,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192074314,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,627,,2019-09-16 1:35,2019,9,Monday,1,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192074314,301,Robbery,ROBBERY - STREET,D4,627,,2019-09-16 1:35,2019,9,Monday,1,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192075143,2647,Other,THREATS TO DO BODILY HARM,D4,627,,2019-09-14 22:00,2019,9,Saturday,22,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192067410,3114,Investigate Property,INVESTIGATE PROPERTY,D4,628,,2019-08-25 19:09,2019,8,Sunday,19,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192067410,3207,Property Found,PROPERTY - FOUND,D4,628,,2019-08-25 19:09,2019,8,Sunday,19,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192063772,3114,Investigate Property,INVESTIGATE PROPERTY,D4,627,,2019-08-14 14:14,2019,8,Wednesday,14,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192061874,616,Larceny,LARCENY THEFT OF BICYCLE,D4,628,,2019-08-07 19:15,2019,8,Wednesday,19,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192061614,3115,Investigate Person,INVESTIGATE PERSON,D4,628,,2019-08-07 15:46,2019,8,Wednesday,15,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192075098,617,Larceny,LARCENY THEFT FROM BUILDING,D4,628,,2019-07-30 14:00,2019,7,Tuesday,14,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192058969,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4,627,,2019-07-30 10:30,2019,7,Tuesday,10,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192058408,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,,2019-07-28 11:30,2019,7,Sunday,11,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192057602,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2019-07-25 19:38,2019,7,Thursday,19,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192057181,613,Larceny,LARCENY SHOPLIFTING,D4,628,,2019-07-23 14:40,2019,7,Tuesday,14,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192058701,616,Larceny,LARCENY THEFT OF BICYCLE,D4,627,,2019-07-15 10:00,2019,7,Monday,10,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192052610,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,628,,2019-07-08 20:40,2019,7,Monday,20,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192049880,616,Larceny,LARCENY THEFT OF BICYCLE,D4,628,,2019-06-29 19:00,2019,6,Saturday,19,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192044714,3114,Investigate Property,INVESTIGATE PROPERTY,D4,627,,2019-06-13 0:09,2019,6,Thursday,0,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192043864,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,627,,2019-06-09 14:00,2019,6,Sunday,14,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192043326,617,Larceny,LARCENY THEFT FROM BUILDING,D4,627,,2019-06-04 8:00,2019,6,Tuesday,8,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192041866,3114,Investigate Property,INVESTIGATE PROPERTY,D4,628,,2019-06-04 2:51,2019,6,Tuesday,2,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192040210,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,627,,2019-05-29 1:00,2019,5,Wednesday,1,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192036738,617,Larceny,LARCENY THEFT FROM BUILDING,D4,628,,2019-05-17 13:55,2019,5,Friday,13,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192034169,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,D4,627,,2019-05-08 18:47,2019,5,Wednesday,18,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192034684,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,628,,2019-04-24 17:30,2019,4,Wednesday,17,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192031645,3201,Property Lost,PROPERTY - LOST,D4,627,,2019-04-20 8:00,2019,4,Saturday,8,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192026149,3111,License Violation,LICENSE PREMISE VIOLATION,D4,627,,2019-04-09 14:12,2019,4,Tuesday,14,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192024813,3201,Property Lost,PROPERTY - LOST,D4,627,,2019-04-04 14:07,2019,4,Thursday,14,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192024367,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,627,,2019-04-02 12:00,2019,4,Tuesday,12,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192017404,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,627,,2019-03-01 15:30,2019,3,Friday,15,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192010644,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,627,,2019-02-09 18:09,2019,2,Saturday,18,Part Two,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192008981,3301,Verbal Disputes,VERBAL DISPUTE,D4,627,,2019-02-03 19:24,2019,2,Sunday,19,Part Three,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
I192005955,616,Larceny,LARCENY THEFT OF BICYCLE,D4,627,,2019-01-19 16:00,2019,1,Saturday,16,Part One,BROOKLINE AVE,42.34410718,-71.1018026,"(42.34410718, -71.10180260)"
192098145,801,,ASSAULT - SIMPLE,D4,153,0,2019-12-05 23:21,2019,12,Thursday,23,,WARREN AVE,42.344108,-71.075176,"(42.34410800, -71.07517600)"
192084184,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,150,0,2019-10-10 8:00,2019,10,Thursday,8,,WARREN AVE,42.344108,-71.075176,"(42.34410800, -71.07517600)"
192081469,3410,,TOWED MOTOR VEHICLE,D4,153,0,2019-10-08 9:31,2019,10,Tuesday,9,,WARREN AVE,42.344108,-71.075176,"(42.34410800, -71.07517600)"
I192046768,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,150,,2019-06-20 10:59,2019,6,Thursday,10,Part Three,WARREN AVE,42.34410905,-71.07517689,"(42.34410905, -71.07517689)"
I192064001,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,204,,2019-08-13 5:30,2019,8,Tuesday,5,Part Three,GILLETTE PARK,42.34412484,-71.05685339,"(42.34412484, -71.05685339)"
I192056431,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,204,,2019-07-21 16:00,2019,7,Sunday,16,Part One,GILLETTE PARK,42.34412484,-71.05685339,"(42.34412484, -71.05685339)"
192103787,2647,,THREATS TO DO BODILY HARM,D4,627,0,2019-12-26 11:46,2019,12,Thursday,11,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192102943,3115,,INVESTIGATE PERSON,D4,627,0,2019-12-22 19:00,2019,12,Sunday,19,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192102391,3207,,PROPERTY - FOUND,D4,160,0,2019-12-20 16:41,2019,12,Friday,16,,MILFORD ST,42.344126,-71.069802,"(42.34412600, -71.06980200)"
192101976,801,,ASSAULT - SIMPLE,D4,160,0,2019-12-19 10:20,2019,12,Thursday,10,,MILFORD ST,42.344126,-71.069802,"(42.34412600, -71.06980200)"
192101294,617,,LARCENY THEFT FROM BUILDING,D4,160,0,2019-12-16 18:58,2019,12,Monday,18,,MILFORD ST,42.344126,-71.069802,"(42.34412600, -71.06980200)"
192101153,3006,,SICK/INJURED/MEDICAL - PERSON,D4,627,0,2019-12-16 12:45,2019,12,Monday,12,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192100621,619,,LARCENY ALL OTHERS,D4,627,0,2019-12-14 11:45,2019,12,Saturday,11,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192098837,613,,LARCENY SHOPLIFTING,D4,627,0,2019-12-08 12:29,2019,12,Sunday,12,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192099238,617,,LARCENY THEFT FROM BUILDING,D4,627,0,2019-12-07 14:30,2019,12,Saturday,14,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192100977,3201,,PROPERTY - LOST/ MISSING,D4,627,0,2019-12-07 0:00,2019,12,Saturday,0,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192097644,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4,627,0,2019-12-04 10:45,2019,12,Wednesday,10,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192094455,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,627,0,2019-11-21 21:46,2019,11,Thursday,21,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192082513,3201,,PROPERTY - LOST/ MISSING,D4,627,0,2019-10-11 15:00,2019,10,Friday,15,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192081314,3114,,INVESTIGATE PROPERTY,D4,627,0,2019-10-08 1:31,2019,10,Tuesday,1,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
192079367,613,,LARCENY SHOPLIFTING,D4,627,0,2019-09-30 18:22,2019,9,Monday,18,,BOYLSTON ST,42.344126,-71.099427,"(42.34412600, -71.09942700)"
I192062073,3115,Investigate Person,INVESTIGATE PERSON,D4,160,,2019-08-08 23:02,2019,8,Thursday,23,Part Three,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)"
I192054913,3115,Investigate Person,INVESTIGATE PERSON,D4,160,,2019-07-17 1:19,2019,7,Wednesday,1,Part Three,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)"
I192045091,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,160,,2019-06-13 22:00,2019,6,Thursday,22,Part Two,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)"
I192039707,617,Larceny,LARCENY THEFT FROM BUILDING,D4,160,,2019-05-25 1:15,2019,5,Saturday,1,Part One,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)"
I192028337,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,160,,2019-04-16 14:00,2019,4,Tuesday,14,Part Three,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)"
I192032620,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,160,,2019-03-27 12:02,2019,3,Wednesday,12,Part Two,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)"
I192002498,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,160,,2019-01-09 20:59,2019,1,Wednesday,20,Part Three,MILFORD ST,42.34412614,-71.0698022,"(42.34412614, -71.06980220)"
I192077000,3501,Missing Person Reported,MISSING PERSON,D4,624,,2019-09-24 11:53,2019,9,Tuesday,11,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192075896,3115,Investigate Person,INVESTIGATE PERSON,D4,624,,2019-09-20 19:41,2019,9,Friday,19,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192075828,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,624,,2019-09-20 15:26,2019,9,Friday,15,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192075124,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-09-18 15:37,2019,9,Wednesday,15,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192077353,619,Larceny,LARCENY ALL OTHERS,D4,624,,2019-09-15 11:00,2019,9,Sunday,11,Part One,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192072520,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,624,,2019-09-10 12:41,2019,9,Tuesday,12,Part One,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192072520,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2019-09-10 12:41,2019,9,Tuesday,12,Part Two,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192072272,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-09-09 16:48,2019,9,Monday,16,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192072018,1402,Vandalism,VANDALISM,D4,624,,2019-09-08 19:55,2019,9,Sunday,19,Part Two,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192070673,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-09-04 16:42,2019,9,Wednesday,16,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192062040,3111,License Violation,LICENSE PREMISE VIOLATION,D4,624,,2019-08-08 20:27,2019,8,Thursday,20,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192054458,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-07-15 16:08,2019,7,Monday,16,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192051400,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-07-05 13:24,2019,7,Friday,13,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192043549,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-06-09 10:58,2019,6,Sunday,10,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192043026,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-06-07 16:49,2019,6,Friday,16,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192038110,3201,Property Lost,PROPERTY - LOST,D4,624,,2019-05-19 16:00,2019,5,Sunday,16,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192031220,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-04-28 9:29,2019,4,Sunday,9,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192029759,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-04-23 11:31,2019,4,Tuesday,11,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192027529,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-04-14 10:21,2019,4,Sunday,10,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192026079,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-04-09 11:15,2019,4,Tuesday,11,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192014996,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2019-02-27 2:43,2019,2,Wednesday,2,Part Three,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I192075524,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,627,,2019-09-18 17:02,2019,9,Wednesday,17,Part Three,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192068353,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2019-08-28 15:28,2019,8,Wednesday,15,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192068333,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2019-08-28 12:18,2019,8,Wednesday,12,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192067915,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,D4,627,,2019-08-26 6:00,2019,8,Monday,6,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192063746,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2019-08-08 19:36,2019,8,Thursday,19,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192055091,1402,Vandalism,VANDALISM,D4,627,,2019-07-17 0:17,2019,7,Wednesday,0,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192050291,1402,Vandalism,VANDALISM,D4,627,,2019-06-30 11:30,2019,6,Sunday,11,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192067608,616,Larceny,LARCENY THEFT OF BICYCLE,D4,627,,2019-06-15 7:00,2019,6,Saturday,7,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192039916,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,D4,627,,2019-05-28 10:40,2019,5,Tuesday,10,Part Three,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192038224,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,627,,2019-05-22 14:06,2019,5,Wednesday,14,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192030266,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,D4,627,,2019-04-24 21:20,2019,4,Wednesday,21,Part Three,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192024063,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,627,,2019-04-01 14:00,2019,4,Monday,14,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192020599,616,Larceny,LARCENY THEFT OF BICYCLE,D4,627,,2019-03-20 12:29,2019,3,Wednesday,12,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192020043,613,Larceny,LARCENY SHOPLIFTING,D4,627,,2019-03-17 14:15,2019,3,Sunday,14,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192015337,2610,Other,TRESPASSING,D4,627,,2019-02-28 11:22,2019,2,Thursday,11,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192017697,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,627,,2019-02-10 13:36,2019,2,Sunday,13,Part Two,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192012166,3114,Investigate Property,INVESTIGATE PROPERTY,D4,627,,2019-02-08 17:30,2019,2,Friday,17,Part Three,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
I192004643,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,627,,2019-01-03 20:44,2019,1,Thursday,20,Part One,BOYLSTON ST,42.34412628,-71.09942777,"(42.34412628, -71.09942777)"
192090148,617,,LARCENY THEFT FROM BUILDING,D4,163,0,2019-11-04 13:30,2019,11,Monday,13,,E BERKELEY ST,42.34413,-71.066503,"(42.34413000, -71.06650300)"
I192048222,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,163,,2019-06-24 20:00,2019,6,Monday,20,Part One,E BERKELEY ST,42.34413022,-71.06650337,"(42.34413022, -71.06650337)"
I192041274,3301,Verbal Disputes,VERBAL DISPUTE,D4,163,,2019-06-01 21:37,2019,6,Saturday,21,Part Three,E BERKELEY ST,42.34413022,-71.06650337,"(42.34413022, -71.06650337)"
192082515,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D14, ,0,2019-10-11 21:40,2019,10,Friday,21,,,42.344132,-71.138266,"(42.34413200, -71.13826600)"
192099871,3115,,INVESTIGATE PERSON,D4,160,0,2019-12-11 22:57,2019,12,Wednesday,22,,TREMONT ST,42.34414,-71.071305,"(42.34414000, -71.07130500)"
192080918,3410,,TOWED MOTOR VEHICLE,D4,152,0,2019-10-06 18:24,2019,10,Sunday,18,,TREMONT ST,42.34414,-71.071305,"(42.34414000, -71.07130500)"
192080917,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,152,0,2019-10-06 18:16,2019,10,Sunday,18,,TREMONT ST,42.34414,-71.071305,"(42.34414000, -71.07130500)"
I192043584,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,160,,2019-06-09 0:01,2019,6,Sunday,0,Part One,TREMONT ST,42.34414013,-71.07130519,"(42.34414013, -71.07130519)"
I192002398,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C6,209,,2019-01-09 14:26,2019,1,Wednesday,14,Part Three,PAPPAS WAY,42.34416,-71.03898,"(42.34416000, -71.03898000)"
I192024416,3114,Investigate Property,INVESTIGATE PROPERTY,D14,776,,2019-04-03 3:42,2019,4,Wednesday,3,Part Three,NOTTINGHILL RD,42.34416586,-71.15000526,"(42.34416586, -71.15000526)"
192095769,3501,,MISSING PERSON,D4,628,0,2019-11-26 14:04,2019,11,Tuesday,14,,PARK DR,42.344166,-71.103591,"(42.34416600, -71.10359100)"
