,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
1007,I192029659,3114,Investigate Property,INVESTIGATE PROPERTY,D14,939,,2019-04-22 21:22,2019,4,Monday,21,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-04-22,21:22,22,22,2019-04-22 21:22:00,FALSE
1008,I192023751,3114,Investigate Property,INVESTIGATE PROPERTY,D14,939,,2019-03-31 16:11,2019,3,Sunday,16,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-03-31,16:11,31,11,2019-03-31 16:11:00,FALSE
1009,I192021989,1402,Vandalism,VANDALISM,D14,939,,2019-03-25 17:32,2019,3,Monday,17,Part Two,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-03-25,17:32,25,32,2019-03-25 17:32:00,FALSE
1010,I192019699,3008,Medical Assistance,SUICIDE / SUICIDE ATTEMPT,D14,939,,2019-03-17 0:01,2019,3,Sunday,0,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-03-17,0:01,17,1,2019-03-17 00:01:00,FALSE
1011,I192012436,3115,Investigate Person,INVESTIGATE PERSON,D14,768,,2019-02-16 21:17,2019,2,Saturday,21,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-02-16,21:17,16,17,2019-02-16 21:17:00,FALSE
1012,I192009840,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,939,,2019-02-06 21:34,2019,2,Wednesday,21,Part Two,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-02-06,21:34,6,34,2019-02-06 21:34:00,FALSE
1013,I192006066,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,768,,2019-01-23 18:08,2019,1,Wednesday,18,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-01-23,18:08,23,8,2019-01-23 18:08:00,FALSE
1014,I192005259,2647,Other,THREATS TO DO BODILY HARM,D14,939,,2019-01-20 13:15,2019,1,Sunday,13,Part Two,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-01-20,13:15,20,15,2019-01-20 13:15:00,FALSE
1015,I192001035,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,939,,2019-01-04 15:39,2019,1,Friday,15,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-01-04,15:39,4,39,2019-01-04 15:39:00,FALSE
1016,I192001035,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D14,939,,2019-01-04 15:39,2019,1,Friday,15,Part Two,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-01-04,15:39,4,39,2019-01-04 15:39:00,FALSE
1017,I192001035,3402,Service,ANIMAL INCIDENTS,D14,939,,2019-01-04 15:39,2019,1,Friday,15,Part Three,N BEACON ST,42.35666076,-71.15104267,"(42.35666076, -71.15104267)",2019-01-04,15:39,4,39,2019-01-04 15:39:00,FALSE
1018,192099145,2610,,TRESPASSING,A1, ,0,2019-12-09 17:13,2019,12,Monday,17,,,42.356668,-71.061791,"(42.35666800, -71.06179100)",2019-12-09,17:13,9,13,2019-12-09 17:13:00,FALSE
1019,192099361,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2019-12-07 19:00,2019,12,Saturday,19,,,42.356668,-71.061791,"(42.35666800, -71.06179100)",2019-12-07,19:00,7,0,2019-12-07 19:00:00,FALSE
1020,192098014,3115,,INVESTIGATE PERSON,A1,102,0,2019-12-05 12:11,2019,12,Thursday,12,,,42.356668,-71.06179,"(42.35666800, -71.06179000)",2019-12-05,12:11,5,11,2019-12-05 12:11:00,FALSE
1021,192090699,2610,,TRESPASSING,A1, ,0,2019-11-08 18:43,2019,11,Friday,18,,,42.356668,-71.061791,"(42.35666800, -71.06179100)",2019-11-08,18:43,8,43,2019-11-08 18:43:00,FALSE
1022,192090394,2610,,TRESPASSING,A1, ,0,2019-11-07 17:06,2019,11,Thursday,17,,,42.356668,-71.061791,"(42.35666800, -71.06179100)",2019-11-07,17:06,7,6,2019-11-07 17:06:00,FALSE
1023,192087391,2610,,TRESPASSING,A1, ,0,2019-10-28 19:15,2019,10,Monday,19,,,42.356668,-71.061791,"(42.35666800, -71.06179100)",2019-10-28,19:15,28,15,2019-10-28 19:15:00,TRUE
1024,192080249,3108,,FIRE REPORT,A1, ,0,2019-10-04 12:29,2019,10,Friday,12,,,42.356668,-71.051517,"(42.35666800, -71.05151700)",2019-10-04,12:29,4,29,2019-10-04 12:29:00,FALSE
1025,I192001181,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,109,,2019-01-05 1:48,2019,1,Saturday,1,Part Three,HIGH ST,42.356668,-71.051517,"(42.35666800, -71.05151700)",2019-01-05,1:48,5,48,2019-01-05 01:48:00,FALSE
1026,I192062134,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,102,,2019-08-09 7:58,2019,8,Friday,7,Part Three,HAMILTON PL,42.35666827,-71.06179049,"(42.35666827, -71.06179049)",2019-08-09,7:58,9,58,2019-08-09 07:58:00,FALSE
1027,I192062134,3115,Investigate Person,INVESTIGATE PERSON,A1,102,,2019-08-09 7:58,2019,8,Friday,7,Part Three,HAMILTON PL,42.35666827,-71.06179049,"(42.35666827, -71.06179049)",2019-08-09,7:58,9,58,2019-08-09 07:58:00,FALSE
1028,192091992,2657,,VIOLATION - CITY ORDINANCE,A1, ,0,2019-11-13 14:00,2019,11,Wednesday,14,,,42.356671999999996,-71.061779,"(42.35667200, -71.06177900)",2019-11-13,14:00,13,0,2019-11-13 14:00:00,TRUE
1029,192085151,423,,ASSAULT - AGGRAVATED,A1, ,0,2019-10-21 10:00,2019,10,Monday,10,,,42.356671999999996,-71.061779,"(42.35667200, -71.06177900)",2019-10-21,10:00,21,0,2019-10-21 10:00:00,FALSE
1030,I192077538,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,A1,95,,2019-09-25 19:08,2019,9,Wednesday,19,Part Three,ATLANTIC AVE,42.356673,-71.05076899999999,"(42.35667300, -71.05076900)",2019-09-25,19:08,25,8,2019-09-25 19:08:00,FALSE
1031,I192072086,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,95,,2019-09-08 23:57,2019,9,Sunday,23,Part Three,ATLANTIC AVE,42.356673,-71.05076899999999,"(42.35667300, -71.05076900)",2019-09-08,23:57,8,57,2019-09-08 23:57:00,FALSE
1032,I192072078,1402,Vandalism,VANDALISM,A1,95,,2019-09-08 23:37,2019,9,Sunday,23,Part Two,ATLANTIC AVE,42.356673,-71.05076899999999,"(42.35667300, -71.05076900)",2019-09-08,23:37,8,37,2019-09-08 23:37:00,FALSE
1033,I192051157,3114,Investigate Property,INVESTIGATE PROPERTY,A1,95,,2019-07-04 17:00,2019,7,Thursday,17,Part Three,ATLANTIC AVE,42.356673,-71.05076899999999,"(42.35667300, -71.05076900)",2019-07-04,17:00,4,0,2019-07-04 17:00:00,FALSE
1034,I192050890,3114,Investigate Property,INVESTIGATE PROPERTY,A1,95,,2019-07-03 17:51,2019,7,Wednesday,17,Part Three,ATLANTIC AVE,42.356673,-71.05076899999999,"(42.35667300, -71.05076900)",2019-07-03,17:51,3,51,2019-07-03 17:51:00,FALSE
1035,I192045084,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,95,,2019-06-14 11:58,2019,6,Friday,11,Part Three,ATLANTIC AVE,42.356673,-71.05076899999999,"(42.35667300, -71.05076900)",2019-06-14,11:58,14,58,2019-06-14 11:58:00,FALSE
1036,192100240,3410,,TOWED MOTOR VEHICLE,A1,69,0,2019-12-13 9:05,2019,12,Friday,9,,RIVER ST,42.356687,-71.07016800000001,"(42.35668700, -71.07016800)",2019-12-13,9:05,13,5,2019-12-13 09:05:00,FALSE
1037,192093318,3410,,TOWED MOTOR VEHICLE,A1,69,0,2019-11-18 9:34,2019,11,Monday,9,,RIVER ST,42.356687,-71.07016800000001,"(42.35668700, -71.07016800)",2019-11-18,9:34,18,34,2019-11-18 09:34:00,FALSE
1038,I192033245,619,Larceny,LARCENY ALL OTHERS,A1,69,,2019-05-05 17:30,2019,5,Sunday,17,Part One,RIVER ST,42.35668789,-71.07016869,"(42.35668789, -71.07016869)",2019-05-05,17:30,5,30,2019-05-05 17:30:00,FALSE
1039,I192070795,3207,Property Found,PROPERTY - FOUND,D14,766,,2019-09-04 22:55,2019,9,Wednesday,22,Part Three,RANELEGH RD,42.35669272,-71.16087538,"(42.35669272, -71.16087538)",2019-09-04,22:55,4,55,2019-09-04 22:55:00,FALSE
1040,I192070776,619,Larceny,LARCENY ALL OTHERS,D14,766,,2019-09-04 17:30,2019,9,Wednesday,17,Part One,RANELEGH RD,42.35669272,-71.16087538,"(42.35669272, -71.16087538)",2019-09-04,17:30,4,30,2019-09-04 17:30:00,FALSE
1041,I192057020,3115,Investigate Person,INVESTIGATE PERSON,D14,766,,2019-07-23 22:42,2019,7,Tuesday,22,Part Three,RANELEGH RD,42.35669272,-71.16087538,"(42.35669272, -71.16087538)",2019-07-23,22:42,23,42,2019-07-23 22:42:00,FALSE
1042,I192057020,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,766,,2019-07-23 22:42,2019,7,Tuesday,22,Part Three,RANELEGH RD,42.35669272,-71.16087538,"(42.35669272, -71.16087538)",2019-07-23,22:42,23,42,2019-07-23 22:42:00,FALSE
1043,192085770,1402,,VANDALISM,A1,109,0,2019-10-23 5:19,2019,10,Wednesday,5,,FRANKLIN ST,42.356693,-71.05374499999999,"(42.35669300, -71.05374500)",2019-10-23,5:19,23,19,2019-10-23 05:19:00,FALSE
1044,I192056695,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,100,,2019-07-20 22:11,2019,7,Saturday,22,Part Three,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-07-20,22:11,20,11,2019-07-20 22:11:00,FALSE
1045,I192049034,619,Larceny,LARCENY ALL OTHERS,A1,109,,2019-06-27 19:56,2019,6,Thursday,19,Part One,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-06-27,19:56,27,56,2019-06-27 19:56:00,FALSE
1046,I192035832,1001,Counterfeiting,FORGERY / COUNTERFEITING,A1,100,,2019-05-14 17:25,2019,5,Tuesday,17,Part Two,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-05-14,17:25,14,25,2019-05-14 17:25:00,TRUE
1047,I192035021,619,Larceny,LARCENY ALL OTHERS,A1,100,,2019-05-10 22:30,2019,5,Friday,22,Part One,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-05-10,22:30,10,30,2019-05-10 22:30:00,TRUE
1048,I192022388,3111,License Violation,LICENSE PREMISE VIOLATION,A1,100,,2019-03-27 12:06,2019,3,Wednesday,12,Part Three,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-03-27,12:06,27,6,2019-03-27 12:06:00,FALSE
1049,I192018222,3410,Towed,TOWED MOTOR VEHICLE,A1,100,,2019-03-11 19:28,2019,3,Monday,19,Part Three,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-03-11,19:28,11,28,2019-03-11 19:28:00,FALSE
1050,I192018222,3114,Investigate Property,INVESTIGATE PROPERTY,A1,100,,2019-03-11 19:28,2019,3,Monday,19,Part Three,FRANKLIN ST,42.35669329,-71.05374582,"(42.35669329, -71.05374582)",2019-03-11,19:28,11,28,2019-03-11 19:28:00,FALSE
1051,192086153,520,,BURGLARY - RESIDENTIAL,D14,766,0,2019-10-24 10:22,2019,10,Thursday,10,,BROOKSDALE RD,42.356706,-71.15823499999999,"(42.35670600, -71.15823500)",2019-10-24,10:22,24,22,2019-10-24 10:22:00,FALSE
1052,I192056089,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,D14,766,,2019-07-20 12:00,2019,7,Saturday,12,Part Three,BROOKSDALE RD,42.35670619,-71.15823512,"(42.35670619, -71.15823512)",2019-07-20,12:00,20,0,2019-07-20 12:00:00,FALSE
1053,192090862,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,103,0,2019-11-09 11:35,2019,11,Saturday,11,,,42.356721,-71.060223,"(42.35672100, -71.06022300)",2019-11-09,11:35,9,35,2019-11-09 11:35:00,FALSE
1054,I192066296,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,103,,2019-08-22 12:10,2019,8,Thursday,12,Part Three,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)",2019-08-22,12:10,22,10,2019-08-22 12:10:00,TRUE
1055,I192063484,619,Larceny,LARCENY ALL OTHERS,A1,103,,2019-08-13 17:00,2019,8,Tuesday,17,Part One,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)",2019-08-13,17:00,13,0,2019-08-13 17:00:00,FALSE
1056,I192055335,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A1,103,,2019-07-18 12:06,2019,7,Thursday,12,Part Two,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)",2019-07-18,12:06,18,6,2019-07-18 12:06:00,FALSE
1057,I192055177,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,103,,2019-07-17 20:42,2019,7,Wednesday,20,Part Three,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)",2019-07-17,20:42,17,42,2019-07-17 20:42:00,FALSE
1058,I192052351,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,103,,2019-07-08 17:33,2019,7,Monday,17,Part Two,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)",2019-07-08,17:33,8,33,2019-07-08 17:33:00,FALSE
1059,192100816,423,,ASSAULT - AGGRAVATED,D14, ,0,2019-12-15 3:23,2019,12,Sunday,3,,,42.356724,-71.154034,"(42.35672400, -71.15403400)",2019-12-15,3:23,15,23,2019-12-15 03:23:00,FALSE
1060,I192028456,3115,Investigate Person,INVESTIGATE PERSON,D14,768,,2019-04-18 3:52,2019,4,Thursday,3,Part Three,ELECTRIC AVE,42.35672414,-71.15403383,"(42.35672414, -71.15403383)",2019-04-18,3:52,18,52,2019-04-18 03:52:00,FALSE
1061,192104979,3115,,INVESTIGATE PERSON,A1,98,0,2019-12-31 11:20,2019,12,Tuesday,11,,MILK ST,42.356732,-71.057559,"(42.35673200, -71.05755900)",2019-12-31,11:20,31,20,2019-12-31 11:20:00,FALSE
1062,192098459,3301,,VERBAL DISPUTE,A1, ,0,2019-12-07 0:00,2019,12,Saturday,0,,,42.356732,-71.05781400000001,"(42.35673200, -71.05781400)",2019-12-07,0:00,7,0,2019-12-07 00:00:00,FALSE
1063,192093845,801,,ASSAULT - SIMPLE,A1,98,0,2019-11-19 21:00,2019,11,Tuesday,21,,MILK ST,42.356732,-71.057559,"(42.35673200, -71.05755900)",2019-11-19,21:00,19,0,2019-11-19 21:00:00,FALSE
1064,I192070003,2610,Other,TRESPASSING,A1,98,,2019-09-02 16:49,2019,9,Monday,16,Part Two,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)",2019-09-02,16:49,2,49,2019-09-02 16:49:00,FALSE
1065,I192071269,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,98,,2019-08-20 10:00,2019,8,Tuesday,10,Part Two,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)",2019-08-20,10:00,20,0,2019-08-20 10:00:00,TRUE
1066,I192045875,3201,Property Lost,PROPERTY - LOST,A1,107,,2019-06-14 16:00,2019,6,Friday,16,Part Three,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)",2019-06-14,16:00,14,0,2019-06-14 16:00:00,FALSE
1067,192090896,3110,,SERVICE TO OTHER AGENCY,A1,107,0,2019-11-09 12:21,2019,11,Saturday,12,,,42.356735,-71.057307,"(42.35673500, -71.05730700)",2019-11-09,12:21,9,21,2019-11-09 12:21:00,FALSE
1068,192104868,2610,,TRESPASSING,A1,98,0,2019-12-30 21:42,2019,12,Monday,21,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-12-30,21:42,30,42,2019-12-30 21:42:00,FALSE
1069,192096386,1402,,VANDALISM,A1,98,0,2019-11-29 2:56,2019,11,Friday,2,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-11-29,2:56,29,56,2019-11-29 02:56:00,FALSE
1070,192090650,2647,,THREATS TO DO BODILY HARM,A1,104,0,2019-11-07 12:00,2019,11,Thursday,12,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-11-07,12:00,7,0,2019-11-07 12:00:00,TRUE
1071,192088409,801,,ASSAULT - SIMPLE,A1,98,0,2019-11-01 1:25,2019,11,Friday,1,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-11-01,1:25,1,25,2019-11-01 01:25:00,FALSE
1072,192088323,2610,,TRESPASSING,A1,98,0,2019-10-31 19:52,2019,10,Thursday,19,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-10-31,19:52,31,52,2019-10-31 19:52:00,FALSE
1073,192086645,2610,,TRESPASSING,A1,98,0,2019-10-25 21:25,2019,10,Friday,21,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-10-25,21:25,25,25,2019-10-25 21:25:00,FALSE
1074,192086245,2610,,TRESPASSING,A1,98,0,2019-10-24 15:21,2019,10,Thursday,15,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-10-24,15:21,24,21,2019-10-24 15:21:00,FALSE
1075,192086044,2610,,TRESPASSING,A1,98,0,2019-10-23 21:39,2019,10,Wednesday,21,,MILK ST,42.35674,-71.057946,"(42.35674000, -71.05794600)",2019-10-23,21:39,23,39,2019-10-23 21:39:00,FALSE
1076,I192077225,2610,Other,TRESPASSING,A1,98,,2019-09-24 21:51,2019,9,Tuesday,21,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-09-24,21:51,24,51,2019-09-24 21:51:00,FALSE
1077,I192074537,2610,Other,TRESPASSING,A1,98,,2019-09-16 19:25,2019,9,Monday,19,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-09-16,19:25,16,25,2019-09-16 19:25:00,FALSE
1078,I192070081,2610,Other,TRESPASSING,A1,98,,2019-09-02 21:30,2019,9,Monday,21,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-09-02,21:30,2,30,2019-09-02 21:30:00,FALSE
1079,I192063808,2610,Other,TRESPASSING,A1,98,,2019-08-14 17:44,2019,8,Wednesday,17,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-08-14,17:44,14,44,2019-08-14 17:44:00,TRUE
1080,I192060165,2610,Other,TRESPASSING,A1,98,,2019-08-02 21:09,2019,8,Friday,21,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-08-02,21:09,2,9,2019-08-02 21:09:00,FALSE
1081,I192060165,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,A1,98,,2019-08-02 21:09,2019,8,Friday,21,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-08-02,21:09,2,9,2019-08-02 21:09:00,FALSE
1082,I192059836,2610,Other,TRESPASSING,A1,98,,2019-08-01 21:54,2019,8,Thursday,21,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-08-01,21:54,1,54,2019-08-01 21:54:00,FALSE
1083,I192059836,801,Simple Assault,ASSAULT - SIMPLE,A1,98,,2019-08-01 21:54,2019,8,Thursday,21,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-08-01,21:54,1,54,2019-08-01 21:54:00,FALSE
1084,I192059836,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,A1,98,,2019-08-01 21:54,2019,8,Thursday,21,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-08-01,21:54,1,54,2019-08-01 21:54:00,FALSE
1085,I192048449,2610,Other,TRESPASSING,A1,98,,2019-06-25 23:00,2019,6,Tuesday,23,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-06-25,23:00,25,0,2019-06-25 23:00:00,FALSE
1086,I192043469,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,98,,2019-06-09 0:31,2019,6,Sunday,0,Part One,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-06-09,0:31,9,31,2019-06-09 00:31:00,FALSE
1087,I192043469,3125,Warrant Arrests,WARRANT ARREST,A1,98,,2019-06-09 0:31,2019,6,Sunday,0,Part Three,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-06-09,0:31,9,31,2019-06-09 00:31:00,FALSE
1088,I192041780,2610,Other,TRESPASSING,A1,98,,2019-06-03 19:21,2019,6,Monday,19,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-06-03,19:21,3,21,2019-06-03 19:21:00,TRUE
1089,I192037881,613,Larceny,LARCENY SHOPLIFTING,A1,98,,2019-05-21 14:30,2019,5,Tuesday,14,Part One,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-05-21,14:30,21,30,2019-05-21 14:30:00,FALSE
1090,I192037881,1402,Vandalism,VANDALISM,A1,98,,2019-05-21 14:30,2019,5,Tuesday,14,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-05-21,14:30,21,30,2019-05-21 14:30:00,FALSE
1091,I192029613,1001,Counterfeiting,FORGERY / COUNTERFEITING,A1,98,,2019-04-22 17:00,2019,4,Monday,17,Part Two,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-04-22,17:00,22,0,2019-04-22 17:00:00,FALSE
1092,I192022457,3111,License Violation,LICENSE PREMISE VIOLATION,A1,98,,2019-03-27 14:50,2019,3,Wednesday,14,Part Three,MILK ST,42.35674089,-71.05794654,"(42.35674089, -71.05794654)",2019-03-27,14:50,27,50,2019-03-27 14:50:00,FALSE
1093,192101931,3005,,SICK ASSIST,D14,804,0,2019-12-19 4:23,2019,12,Thursday,4,,GUEST ST,42.356744,-71.14367,"(42.35674400, -71.14367000)",2019-12-19,4:23,19,23,2019-12-19 04:23:00,FALSE
1094,192093947,3115,,INVESTIGATE PERSON,D14,804,0,2019-11-20 0:00,2019,11,Wednesday,0,,GUEST ST,42.356744,-71.14367,"(42.35674400, -71.14367000)",2019-11-20,0:00,20,0,2019-11-20 00:00:00,FALSE
1095,192090976,3005,,SICK ASSIST,D14,804,0,2019-11-09 19:40,2019,11,Saturday,19,,GUEST ST,42.356744,-71.14367,"(42.35674400, -71.14367000)",2019-11-09,19:40,9,40,2019-11-09 19:40:00,FALSE
1096,192090604,3115,,INVESTIGATE PERSON,D14,804,0,2019-11-08 11:30,2019,11,Friday,11,,GUEST ST,42.356744,-71.14367,"(42.35674400, -71.14367000)",2019-11-08,11:30,8,30,2019-11-08 11:30:00,FALSE
1097,I192076250,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D14,804,,2019-09-22 0:04,2019,9,Sunday,0,Part Two,GUEST ST,42.35674413,-71.14367007,"(42.35674413, -71.14367007)",2019-09-22,0:04,22,4,2019-09-22 00:04:00,FALSE
1098,I192044003,617,Larceny,LARCENY THEFT FROM BUILDING,D14,804,,2019-05-17 12:55,2019,5,Friday,12,Part One,GUEST ST,42.35674413,-71.14367007,"(42.35674413, -71.14367007)",2019-05-17,12:55,17,55,2019-05-17 12:55:00,FALSE
1099,I192024354,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,D14,804,,2019-04-02 18:14,2019,4,Tuesday,18,Part Three,GUEST ST,42.35674413,-71.14367007,"(42.35674413, -71.14367007)",2019-04-02,18:14,2,14,2019-04-02 18:14:00,FALSE
1100,I192020459,617,Larceny,LARCENY THEFT FROM BUILDING,D14,804,,2019-03-18 12:40,2019,3,Monday,12,Part One,GUEST ST,42.35674413,-71.14367007,"(42.35674413, -71.14367007)",2019-03-18,12:40,18,40,2019-03-18 12:40:00,FALSE
1101,192098278,2610,,TRESPASSING,A1,102,0,2019-12-06 13:19,2019,12,Friday,13,,BROMFIELD ST,42.356758,-71.06032900000001,"(42.35675800, -71.06032900)",2019-12-06,13:19,6,19,2019-12-06 13:19:00,TRUE
1102,I192076909,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,102,,2019-09-23 2:05,2019,9,Monday,2,Part Two,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-09-23,2:05,23,5,2019-09-23 02:05:00,FALSE
1103,I192072968,3125,Warrant Arrests,WARRANT ARREST,A1,102,,2019-09-11 18:07,2019,9,Wednesday,18,Part Three,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-09-11,18:07,11,7,2019-09-11 18:07:00,FALSE
1104,I192072968,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,102,,2019-09-11 18:07,2019,9,Wednesday,18,Part Two,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-09-11,18:07,11,7,2019-09-11 18:07:00,FALSE
1105,I192072968,1850,Drug Violation,DRUGS - POSS CLASS E - INTENT TO MFR DIST DISP,A1,102,,2019-09-11 18:07,2019,9,Wednesday,18,Part Two,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-09-11,18:07,11,7,2019-09-11 18:07:00,FALSE
1106,I192072968,1846,Drug Violation,DRUGS - POSS CLASS E,A1,102,,2019-09-11 18:07,2019,9,Wednesday,18,Part Two,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-09-11,18:07,11,7,2019-09-11 18:07:00,FALSE
1107,I192072968,1844,Drug Violation,DRUGS - POSS CLASS C,A1,102,,2019-09-11 18:07,2019,9,Wednesday,18,Part Two,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-09-11,18:07,11,7,2019-09-11 18:07:00,FALSE
1108,I192060416,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A1,102,,2019-08-03 18:31,2019,8,Saturday,18,Part Two,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-08-03,18:31,3,31,2019-08-03 18:31:00,FALSE
1109,I192060416,3125,Warrant Arrests,WARRANT ARREST,A1,102,,2019-08-03 18:31,2019,8,Saturday,18,Part Three,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-08-03,18:31,3,31,2019-08-03 18:31:00,FALSE
1110,I192060416,3115,Investigate Person,INVESTIGATE PERSON,A1,102,,2019-08-03 18:31,2019,8,Saturday,18,Part Three,BROMFIELD ST,42.35675845,-71.06032929,"(42.35675845, -71.06032929)",2019-08-03,18:31,3,31,2019-08-03 18:31:00,FALSE
