INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM,FID,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_STAr,Shape_STLe,Shape__Area,Shape__Length
192088416,1402,,VANDALISM,D4,167,0,2019-10-31 23:50,2019,10,Thursday,23,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-31,23:50:00,31,50,2019-10-31 23:50,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192093908,619,,LARCENY ALL OTHERS,D4,167,0,2019-10-31 20:00,2019,10,Thursday,20,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-31,20:00:00,31,0,2019-10-31 20:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192088160,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-10-31 9:00,2019,10,Thursday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-31,9:00:00,31,0,2019-10-31 9:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192095872,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-10-31 8:00,2019,10,Thursday,8,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-31,8:00:00,31,0,2019-10-31 8:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192087912,619,,LARCENY ALL OTHERS,D4,167,0,2019-10-30 10:53,2019,10,Wednesday,10,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-30,10:53:00,30,53,2019-10-30 10:53,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192087829,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,167,0,2019-10-30 10:32,2019,10,Wednesday,10,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-30,10:32:00,30,32,2019-10-30 10:32,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192093339,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,167,0,2019-10-25 15:00,2019,10,Friday,15,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-25,15:00:00,25,0,2019-10-25 15:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192086214,801,,ASSAULT - SIMPLE,D4,167,0,2019-10-24 14:12,2019,10,Thursday,14,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-24,14:12:00,24,12,2019-10-24 14:12,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192086211,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-10-24 13:30,2019,10,Thursday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-24,13:30:00,24,30,2019-10-24 13:30,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192086177,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,167,0,2019-10-24 12:36,2019,10,Thursday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-24,12:36:00,24,36,2019-10-24 12:36,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192086145,2647,,THREATS TO DO BODILY HARM,D4,167,0,2019-10-24 9:45,2019,10,Thursday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-24,9:45:00,24,45,2019-10-24 9:45,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192091172,3115,,INVESTIGATE PERSON,D4,167,0,2019-10-21 15:04,2019,10,Monday,15,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-21,15:04:00,21,4,2019-10-21 15:04,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192090911,520,,BURGLARY - RESIDENTIAL,D4,167,0,2019-10-21 14:55,2019,10,Monday,14,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-21,14:55:00,21,55,2019-10-21 14:55,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192085287,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2019-10-21 13:10,2019,10,Monday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-21,13:10:00,21,10,2019-10-21 13:10,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192087857,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2019-10-21 12:02,2019,10,Monday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-21,12:02:00,21,2,2019-10-21 12:02,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192085227,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,167,0,2019-10-20 14:00,2019,10,Sunday,14,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-20,14:00:00,20,0,2019-10-20 14:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084982,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-10-20 13:00,2019,10,Sunday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-20,13:00:00,20,0,2019-10-20 13:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192097429,2647,,THREATS TO DO BODILY HARM,D4,167,0,2019-10-20 12:48,2019,10,Sunday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-20,12:48:00,20,48,2019-10-20 12:48,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192085350,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-10-20 10:00,2019,10,Sunday,10,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-20,10:00:00,20,0,2019-10-20 10:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084988,1402,,VANDALISM,D4,167,0,2019-10-19 13:00,2019,10,Saturday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-19,13:00:00,19,0,2019-10-19 13:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084682,801,,ASSAULT - SIMPLE,D4,167,0,2019-10-19 9:30,2019,10,Saturday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-19,9:30:00,19,30,2019-10-19 9:30,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084254,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2019-10-17 18:52,2019,10,Thursday,18,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-17,18:52:00,17,52,2019-10-17 18:52,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084048,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-10-17 12:00,2019,10,Thursday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-17,12:00:00,17,0,2019-10-17 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192086161,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-10-17 11:13,2019,10,Thursday,11,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-17,11:13:00,17,13,2019-10-17 11:13,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084085,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-10-17 11:00,2019,10,Thursday,11,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-17,11:00:00,17,0,2019-10-17 11:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084100,2647,,THREATS TO DO BODILY HARM,D4,167,0,2019-10-17 10:30,2019,10,Thursday,10,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-17,10:30:00,17,30,2019-10-17 10:30,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192094542,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-10-17 9:58,2019,10,Thursday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-17,9:58:00,17,58,2019-10-17 9:58,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084081,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2019-10-16 15:00,2019,10,Wednesday,15,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-16,15:00:00,16,0,2019-10-16 15:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192083786,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-10-16 12:00,2019,10,Wednesday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-16,12:00:00,16,0,2019-10-16 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084033,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2019-10-16 11:00,2019,10,Wednesday,11,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-16,11:00:00,16,0,2019-10-16 11:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192083787,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-10-16 9:00,2019,10,Wednesday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-16,9:00:00,16,0,2019-10-16 9:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192090328,613,,LARCENY SHOPLIFTING,D4,167,0,2019-10-15 13:00,2019,10,Tuesday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-15,13:00:00,15,0,2019-10-15 13:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192084071,1402,,VANDALISM,D4,167,0,2019-10-15 13:00,2019,10,Tuesday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-15,13:00:00,15,0,2019-10-15 13:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192083432,3115,,INVESTIGATE PERSON,D4,167,0,2019-10-15 12:30,2019,10,Tuesday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-15,12:30:00,15,30,2019-10-15 12:30,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192085629,619,,LARCENY ALL OTHERS,, ,0,2019-10-15 12:00,2019,10,Tuesday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-15,12:00:00,15,0,2019-10-15 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192082005,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-10-10 11:06,2019,10,Thursday,11,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-10,11:06:00,10,6,2019-10-10 11:06,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192081743,3110,,SERVICE TO OTHER AGENCY,D4,167,0,2019-10-09 12:38,2019,10,Wednesday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-09,12:38:00,9,38,2019-10-09 12:38,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
202023916,520,,BURGLARY - RESIDENTIAL,D4,167,0,2019-10-09 12:00,2019,10,Wednesday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-09,12:00:00,9,0,2019-10-09 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192081161,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-10-07 13:00,2019,10,Monday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-07,13:00:00,7,0,2019-10-07 13:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192083474,3810,,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4,167,0,2019-10-07 12:20,2019,10,Monday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-07,12:20:00,7,20,2019-10-07 12:20,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192082344,613,,LARCENY SHOPLIFTING,D4,167,0,2019-10-07 12:00,2019,10,Monday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-07,12:00:00,7,0,2019-10-07 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192081528,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-10-07 12:00,2019,10,Monday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-07,12:00:00,7,0,2019-10-07 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192080948,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2019-10-06 20:06,2019,10,Sunday,20,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-06,20:06:00,6,6,2019-10-06 20:06,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192081826,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-10-04 9:00,2019,10,Friday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-04,9:00:00,4,0,2019-10-04 9:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192080200,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D4,167,0,2019-10-04 8:20,2019,10,Friday,8,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-04,8:20:00,4,20,2019-10-04 8:20,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192081459,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2019-10-04 8:00,2019,10,Friday,8,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-04,8:00:00,4,0,2019-10-04 8:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192080132,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-10-03 23:00,2019,10,Thursday,23,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-03,23:00:00,3,0,2019-10-03 23:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192090868,1001,,FORGERY / COUNTERFEITING,D4,167,0,2019-10-03 12:00,2019,10,Thursday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-03,12:00:00,3,0,2019-10-03 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079592,3115,,INVESTIGATE PERSON,D4,167,0,2019-10-01 13:30,2019,10,Tuesday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-01,13:30:00,1,30,2019-10-01 13:30,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192080179,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-10-01 13:00,2019,10,Tuesday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-01,13:00:00,1,0,2019-10-01 13:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079462,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2019-10-01 12:00,2019,10,Tuesday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-01,12:00:00,1,0,2019-10-01 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079627,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-10-01 11:15,2019,10,Tuesday,11,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-01,11:15:00,1,15,2019-10-01 11:15,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079422,520,,BURGLARY - RESIDENTIAL,D4,167,0,2019-10-01 1:00,2019,10,Tuesday,1,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-01,1:00:00,1,0,2019-10-01 1:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079486,1107,,FRAUD - IMPERSONATION,D4,167,0,2019-10-01 0:00,2019,10,Tuesday,0,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-10-01,0:00:00,1,0,2019-10-01 0:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079184,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2019-09-30 15:00,2019,9,Monday,15,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-09-30,15:00:00,30,0,2019-09-30 15:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079585,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-09-30 14:25,2019,9,Monday,14,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-09-30,14:25:00,30,25,2019-09-30 14:25,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079053,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-09-30 13:10,2019,9,Monday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-09-30,13:10:00,30,10,2019-09-30 13:10,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
192079031,619,,LARCENY ALL OTHERS,D4,167,0,2019-09-30 12:00,2019,9,Monday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-09-30,12:00:00,30,0,2019-09-30 12:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192078084,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,167,,2019-09-27 11:04,2019,9,Friday,11,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-09-27,11:04:00,27,4,2019-09-27 11:04,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192073614,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,167,,2019-09-13 13:41,2019,9,Friday,13,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-09-13,13:41:00,13,41,2019-09-13 13:41,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192061859,1402,Vandalism,VANDALISM,D4,167,,2019-08-08 12:17,2019,8,Thursday,12,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-08-08,12:17:00,8,17,2019-08-08 12:17,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192058672,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,167,,2019-07-29 13:08,2019,7,Monday,13,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-07-29,13:08:00,29,8,2019-07-29 13:08,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192050138,2660,Other,OTHER OFFENSE,B2,282,,2019-07-01 13:29,2019,7,Monday,13,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-07-01,13:29:00,1,29,2019-07-01 13:29,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192050070,3201,Property Lost,PROPERTY - LOST,B2,282,,2019-07-01 10:00,2019,7,Monday,10,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-07-01,10:00:00,1,0,2019-07-01 10:00,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192048281,3207,Property Found,PROPERTY - FOUND,B2,282,,2019-06-25 14:46,2019,6,Tuesday,14,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-06-25,14:46:00,25,46,2019-06-25 14:46,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
I192046187,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,282,,2019-06-18 11:50,2019,6,Tuesday,11,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2019-06-18,11:50:00,18,50,2019-06-18 11:50,TRUE,67,67,25,25,71201,25025071201,712.01,Census Tract 712.01,G5020,S,402228,0,42.3398063,-71.0670729,4329260.474,11121.20764,736662.2891,4587.857346
