,address,LAT,LONG
12907,CHAPIN AV AND PRESTON R,42.3605,-71.0596
12908,HEATH ST AND PARKER ST,42.325884,-71.100156
12909,FREEPORT ST AND EVERDEAN ST,42.30129,-71.050317
12910,28 FENWAY,42.345717,-71.090121
12911,WASHINGTON ST AND BLUE HILL AV,42.308469,-71.083254
12912,61 SCHOOL ST,42.297183,-71.076161
12914,1834 CENTRE ST,42.28643,-71.153944
12915,125 LINCOLN ST,42.351447,-71.058621
12916,345 DORCHESTER ST,42.331047,-71.054971
12917,23 MCCLELLAN HY,42.384789,-71.020043
12918,M ST AND EMERSON ST,42.334623,-71.033318
12919,8 JUDSON ST,42.320286,-71.074912
12920,68 MORELAND ST,42.324261,-71.078656
12921,HAVILAND ST AND MASSACHUSETTS AV,42.3605,-71.0596
12922,DACIA ST AND INGLESIDE ST,42.317297,-71.076494
12924,167 WOODROW AV,42.286767,-71.086491
12925,19 DUMAS ST,42.284726,-71.085969
12926,159 W BROOKLINE ST,42.342547,-71.075651
12927,255 BAY STATE R,42.351443,-71.109145
12928,618 E 8TH ST,42.331617,-71.036521
12929,12 WEBSTER ST,42.257851,-71.120256
12930,CAUSEWAY ST AND FRIEND ST,42.365111,-71.06175
12931,4185 WASHINGTON ST,42.287547,-71.127301
12932,MT BOWDOIN TR AND ELDON ST,42.303973,-71.077208
12933,242 SHAWMUT AV,42.343587,-71.067841
12934,SPRING ST AND BAKER ST,42.275844,-71.167081
12936,CAMBRIDGE ST,42.360928,-71.064303
12937,CAMBRIDGE ST AND SUDBURY ST,42.361,-71.061239
12938,4 BRAINTREE ST,42.355878,-71.133049
12940,BEACON ST AND SPRUCE ST,42.356593,-71.067615
12941,PEOPLES BAPTIST PL,42.338177,-71.082061
12942,667 HUNTINGTON AV,42.334956,-71.102992
12943,WORCESTER ST,42.339657,-71.077961
12945,25 KINGSTON ST,42.353767,-71.059251
12946,34 N MUNROE TR,42.292357,-71.052811
12950,BEECH ST AND HAVANA ST,42.280806,-71.140878
12951,GUERNSEY ST AND SOUTH ST,42.287927,-71.143035
12952,HIGHLAND ST AND ALBION ST,42.252347,-71.114186
12953,5 E SERVICE R,42.307581,-71.058623
12955,24 TALBOT AV,42.2944,-71.086201
12956,W 7TH ST,42.335977,-71.053181
12957,86 ADAMS ST,42.305947,-71.061501
12959,SUMMIT ST AND FAIRMOUNT AV,42.2491,-71.114667
12960,HARVARD ST AND ESMOND ST,42.296094,-71.083383
12961,92 COMMONWEALTH AV,42.352363,-71.075713
12963,7 SOUTHAMPTON ST,42.331317,-71.063661
12964,COPLEY PLACE,42.348143,-71.077602
12966,EVELYN ST,42.279507,-71.091211
12967,CONGRESS ST AND MERRIMAC ST,42.362424,-71.058525
12968,EVANS ST AND THETFORD AV,42.282962,-71.077232
12969,1 LYNDEBORO ST,42.379407,-71.069711
12971,HUNTINGTON AV AND GAINSBOROUGH ST,42.341517,-71.086569
12972,FEDERAL ST AND FEDERAL CT,42.354481,-71.056345
12974,3385 WASHINGTON ST,42.308671,-71.105616
12975,835 DORCHESTER AV,42.322147,-71.056971
12976,41 L ST,42.3371,-71.035465
12977,SPRINGER ST AND E 7TH ST,42.332205,-71.040874
12978,PHEASANT ST AND SWAN ST,42.272829,-71.145242
12979,54 CALLENDER ST,42.288742,-71.080725
12981,155 RIVER ST,42.357695,-71.070711
12982,BINFORD ST AND CHANNEL CENTER ST,42.346725,-71.050649
12983,BOWDOIN ST,42.305217,-71.067951
12984,5 PARK ST,42.302774,-71.052774
12985,COLUMBUS AV AND W NEWTON ST,42.343193,-71.078533
12986,BOYLSTON ST AND ARLINGTON ST,42.351892,-71.070685
12987,52 CHAUNCY ST,42.353682,-71.059955
12988,PARKER ST AND PRENTISS ST,42.334385,-71.095301
12989,EXETER ST AND PUBLIC ALLEY 441,42.349933,-71.07971
12990,E NEWTON ST AND HARRISON AV,42.337493,-71.071979
12991,85 STIMSON ST,42.26135,-71.16025
12992,815 E 6TH ST,42.333251,-71.027497
12994,7 WARREN AV,42.345614,-71.070685
12995,31 SPRING ST,42.278207,-71.161806
12996,72 MT PLEASANT AV,42.32617,-71.078376
12997,892 METROPOLITAN AV,42.255557,-71.112051
12998,145 SARATOGA ST,42.377037,-71.034861
13000,ST BOTOLPH ST AND GAINSBOROUGH ST,42.340898,-71.085662
13001,BEECH ST,42.27856,-71.13768
13002,55 PURCHASE ST,42.355763,-71.052229
13005,CLEMENT AV,42.285327,-71.151061
13006,AMERICAN LEGION HY AND CANTERBURY ST,42.285715,-71.1099
13007,101 TRAIN ST,42.292327,-71.054171
13008,83 TREMONT ST,42.357511,-71.060928
13009,923 HYDE PARK AV,42.268257,-71.121141
13010,PORTINA RD AND CHISWICK R,42.3605,-71.0596
13011,TREMONT ST AND SHAWMUT AV,42.348629,-71.065537
13012,EVERETT ST AND BISHOP ST,42.309227,-71.109014
13013,ISLAND ST,42.331357,-71.073171
13014,2 FRANKLIN ST,42.288357,-71.041436
13015,221 MASSACHUSETTS AV,42.344497,-71.086821
13016,33 CHARTER ST,42.366947,-71.053741
13017,TREMONT ST AND CUNARD ST,42.336283,-71.085921
13018,2093 CENTRE ST,42.278566,-71.160011
13019,97 SOUTH ST,42.35114,-71.057344
13020,STATE ST AND BROAD ST,42.359215,-71.054653
13022,1 COPPERSMITH WY,42.371987,-71.041903
13023,4 RIVER ST,42.358295,-71.071097
13024,51 BAYSWATER ST,42.384633,-71.00479
13025,7 FEDERAL ST,42.356627,-71.056732
13026,6 MERIDIAN ST,42.374414,-71.038796
13028,HIGH ST AND OLIVER ST,42.356044,-71.053215
13029,319 WASHINGTON ST,42.35707,-71.058942
13030,1 WALNUT ST,42.357137,-71.066011
13031,67 FOREST HILLS ST,42.31007,-71.102564
13032,388 COLUMBIA R,42.311619,-71.069515
13033,174 BROOKS ST,42.379657,-71.035801
13034,DUNBOY ST AND FANEUIL ST,42.35395,-71.16492
13035,1 BRIGHTON AV AND LINDEN ST,42.375,-71.03972
13036,BELGRADE AV AND BEECH ST,42.375,-71.03972
13037,498 E 4TH ST,42.334717,-71.045288
13039,COLUMBUS AV AND SYMPHONY R,42.3446,-71.0866
13040,MASON ST,42.353566,-71.063465
13041,132 TERRACE ST,42.327778,-71.098154
13042,CUFFLIN ST,42.351048,-71.174331
13043,3 MONUMENT SQ,42.375608,-71.060273
13044,HEATH ST,42.326407,-71.104961
13045,19 STRATHMORE R,42.348937,-71.095164
13046,12 ATHERTON ST,42.316177,-71.099301
13048,1918 BEACON ST,42.358117,-71.061779
13049,SAUNDERS ST AND BARSTOW ST,42.353246,-71.142087
13050,136 BROOKLINE AV,42.344963,-71.100571
13051,455 DORCHESTER AV,42.333157,-71.057441
13052,SHAWMUT AV AND W BROOKLINE ST,42.340396,-71.073434
13053,4 BEACH ST,42.303801,-71.054328
13054,18 WOODLEY AV,42.265837,-71.151501
13056,33 COVINGTON ST,42.331664,-71.046003
13058,LOUDERS LA AND CENTRE ST,42.306029,-71.124336
13059,NORFOLK ST AND EVELYN ST,42.278583,-71.089939
13060,CENTRAL AV AND ARLINGTON ST,42.261923,-71.118957
13061,94 CASS ST,42.274577,-71.160968
13062,HYDE PARK AV AND HARVARD ST,42.2557,-71.1245
13063,ARBORWAY AND CENTRE ST,42.29,-71.12
13064,15 PURITAN AV,42.307047,-71.072121
13065,342 HANOVER ST,42.364967,-71.053561
13066,WESTERN AV AND CAMBRIDGE ST,42.375,-71.03972
13067,51 F ST,42.334403,-71.050602
13068,BOWDOIN ST AND ASHBURTON PL,42.359022,-71.062895
13071,M ST AND E 4TH ST,42.334801,-71.033323
13072,ADDISON ST,42.385427,-71.017081
13073,169 RUGGLES ST,42.334276,-71.087702
13074,N BEACON ST AND EVERETT ST,42.353795,-71.13906
13075,438 WASHINGTON ST,42.355203,-71.060791
13077,525 MCCLELLAN HY,42.384789,-71.020043
13079,4 LUCY ST AND ENTERPRISE ST,42.375,-71.03972
13080,HARRISON AV AND EUSTIS ST,42.331055,-71.080888
13081,HUBBARDSTON RD AND SAVIN HILL AV,42.310825,-71.052501
13082,2 BOWDOIN ST,42.299637,-71.073321
13083,MORELAND ST AND WHITING ST,42.324552,-71.080154
13084,73 MOORE ST,42.331632,-71.065673
13085,14 KELLEY CT,42.361547,-71.142491
13086,BRECK AV AND RANGELEY ST,42.375,-71.03972
13087,92 WORCESTER ST,42.339657,-71.078541
13088,383 BOWDOIN ST,42.309887,-71.063191
13089,E LENOX ST,42.334725,-71.07862
13090,MOON ST AND LEWIS ST,42.364206,-71.052652
13091,1 ARLINGTON ST,42.355207,-71.072611
13092,HARBOR ST,42.346221,-71.035962
13093,TYLER ST AND KNEELAND ST,42.350471,-71.060872
13094,DUDLEY ST AND MT PLEASANT AV,42.325274,-71.074962
13095,126 CHANDLER ST,42.345977,-71.074111
13096,81 RIVER ST,42.357928,-71.070835
13097,NASHUA ST AND LOMASNEY WY,42.36547,-71.064637
13098,HARVARD ST AND WALES ST,42.295908,-71.084326
13099,FENDALE AV AND WASHINGTON ST,42.279317,-71.069804
13100,212 NORTHAMPTON ST,42.337907,-71.080191
13101,261 LAMARTINE ST AND CEDAR ST,42.375,-71.03972
13103,7 WILSON PK,42.341221,-71.146239
13104,ORLEANS ST AND SUMMER ST,42.368114,-71.037981
13105,154 CENTRE ST,42.293132,-71.065787
13106,FANEUIL HALL SQ,42.359673,-71.05594
13107,32 ROBINSON ST,42.302717,-71.061791
13108,355 CONGRESS ST,42.350077,-71.048491
13110,5 W WALNUT PK,42.316839,-71.098292
13111,41 SALUTATION ST,42.366085,-71.051807
13113,3 RUGDALE R,42.276272,-71.069289
13114,91 AMES ST,42.289577,-71.083941
13115,186 FREEPORT ST,42.304103,-71.054861
13116,41 WEST ST,42.355037,-71.062651
13117,1834 RIVER ST AND HAWTHORNE ST,42.375,-71.03972
13118,125 AMORY ST,42.319437,-71.100991
13119,35 SHAWMUT AV,42.34645,-71.066029
13120,8 WASHINGTON ST,42.308108,-71.082906
13121,41 PETERBOROUGH ST,42.344177,-71.096941
13122,JOANNE TR,42.304968,-71.074781
13123,19 WILMORE ST,42.277817,-71.092461
13124,232 HANCOCK ST,42.309549,-71.059941
13126,LAMSON ST AND RUTH ST,42.375,-71.03972
13127,191 CAMBRIDGE ST,42.362127,-71.066153
13129,RIDGEVIEW AV AND RICHMERE R,42.272647,-71.085181
13130,HYDE PARK AV AND HUNTINGTON AV,42.2557,-71.1245
13131,123 HIGH ST AND PURCHASE ST,42.375,-71.03972
13132,ROBIN HOOD ST,42.317917,-71.071491
13134,WILLOW ST AND CENTRE ST,42.287528,-71.152245
13135,116 ELM HILL,42.308647,-71.087891
13136,295 MARLBOROUGH ST,42.351667,-71.083991
13137,BUNKER HILL ST AND MISHAWUM ST,42.375,-71.03972
13138,6 MAPLE ST AND PINCKNEY ST,42.375,-71.03972
13139,GORDON AV AND RIVER ST,42.255623,-71.125595
13141,6 PHILLIPS ST,42.360247,-71.066611
13142,COLUMBUS AV AND DARTMOUTH ST,42.345864,-71.075246
13143,915 HYDE PARK AV,42.268537,-71.121131
13144,47 SAVIN HILL AV,42.312711,-71.05658
13145,HARVARD ST AND BERNARD ST,42.296307,-71.080958
13146,WASHINGTON ST AND DUDLEY ST,42.328936,-71.085055
13147,DEVONSHIRE ST AND WATER ST,42.35758,-71.057332
13148,424 BOWDOIN ST,42.310507,-71.062771
13149,77 SPRING ST,42.277782,-71.164032
13151,NORTHERN AV AND K ST,42.375,-71.03972
13152,282 NEWBURY ST,42.349027,-71.083841
13153,WARREN ST AND CLIFFORD ST,42.320732,-71.081621
13154,HAWLEY ST AND BOWKER ST,42.375,-71.03972
13155,1 KENRICK ST,42.346426,-71.164878
13156,389 BLUE HILL AV,42.311637,-71.081191
13157,328 CAMBRIDGE ST,42.361079,-71.06933
13158,259 PRINCETON ST,42.379587,-71.030011
13159,1076 COMMONWEALTH AV,42.352055,-71.124275
13160,5 E SERVICE RD AND CONGRESS ST,42.3605,-71.0596
13161,112 TALBOT AV,42.293487,-71.082491
13162,15 MCKONE ST,42.289937,-71.046891
13163,105 M ST,42.33434,-71.03351
13164,1716 CENTRE ST,42.28703,-71.149341
13166,WASHINGTON ST AND DENTON TR,42.280857,-71.134135
13167,156 DUDLEY ST,42.328817,-71.083131
13168,E 7TH ST,42.332427,-71.035961
13169,ALLSTATE R,42.327295,-71.064194
13170,7 KEITH ST,42.286636,-71.168681
13171,PARKER ST AND HORADAN WY,42.333465,-71.095948
13172,63 SAVIN HILL AV,42.312634,-71.055794
13173,126 BUNKER HILL ST,42.377787,-71.059501
13174,59 SPENCER ST,42.294997,-71.076711
13175,CANTERBURY ST AND GILMAN ST,42.279403,-71.115783
13176,CENTRAL AV AND WEST ST,42.260237,-71.119781
13177,7 GLOUCESTER ST,42.351367,-71.084991
13178,64 LOUIS PRANG ST,42.338027,-71.096751
13179,793 E 6TH ST AND MOSELEY ST,42.375,-71.03972
13180,SOUTH ST AND ST MARK ST,42.302319,-71.114448
13182,571 WALK HILL ST,42.281896,-71.098827
13183,2 MCLELLAN ST,42.301306,-71.085381
13184,FRANCIS ST AND HUNTINGTON AV,42.33419,-71.10491
13185,192 MAVERICK ST,42.369257,-71.036541
13186,471 HARRISON AV,42.34229,-71.066876
13187,COURT ST AND STATE ST,42.358833,-71.05783
13188,9 MERIDIAN ST,42.370507,-71.038781
13189,DORCHESTER AV AND HOWELL ST,42.324828,-71.056858
13190,CUSHING AV,42.314463,-71.06373
13191,253 FRANKLIN ST,42.35654,-71.053344
13192,CAMBRIDGE ST AND S RUSSELL ST,42.361129,-71.066003
13193,24 WASHINGTON ST,42.307797,-71.082451
13194,53 ATHENS ST,42.34223,-71.055044
13196,209 COLUMBUS AV,42.348567,-71.072372
13197,WASHINGTON ST AND BEECH ST,42.278323,-71.13699
13198,11 HIGGINS ST,42.352929,-71.136019
13199,186 LINCOLN ST,42.350417,-71.058491
13200,23 DESMOND R,42.298687,-71.085521
13202,59 HARVARD ST,42.297853,-71.076036
13203,518 MASSACHUSETTS AV,42.339117,-71.079761
13204,1062 SARATOGA ST,42.385897,-71.004051
13205,121 ST STEPHEN ST,42.341247,-71.089441
13207,2 ALLSTATE R,42.325903,-71.062844
13208,152 RIVER ST,42.357695,-71.070711
13209,227 BOSTON ST,42.322107,-71.061431
13211,74 FARQUHAR ST,42.290477,-71.137451
13212,LINCOLN ST AND MARKET ST,42.358851,-71.14745
13213,25 TREMONT ST,42.357492,-71.060947
13214,1225 BENNINGTON ST,42.389584,-70.997153
13215,SACKVILLE ST AND BUNKER HILL ST,42.380298,-71.065339
13216,ARCH ST AND MILK ST,42.35674,-71.057821
13217,117 BLUE HILL AV,42.321097,-71.077761
13218,CLARENDON ST,42.349589,-71.07427
13219,234 FRIEND ST,42.364337,-71.061151
13220,WASHINGTON ST AND FOREST HILLS ST,42.312328,-71.101703
13221,W 4TH ST AND ALBANY ST,42.375,-71.03972
13223,1748 RIVER ST,42.244067,-71.137741
13224,1 GANNETT ST,42.314737,-71.082091
13225,CHURCH ST AND WINCHESTER ST,42.349606,-71.06841
13226,5 ROMSEY ST,42.316137,-71.056431
13227,MASSACHUSETTS AV AND WESTLAND AV,42.343369,-71.085789
13228,MAVERICK SQ AND LIVERPOOL ST,42.372036,-71.040938
13229,WEST ST,42.354661,-71.062646
13230,CORCORAN DR,42.255037,-71.111061
13232,22 THOMSON PL,42.350995,-71.047978
13233,5 CEDAR ST,42.271687,-71.074871
13234,44 ST STEPHEN ST,42.342277,-71.086741
13235,16 ATLANTIC ST,42.334047,-71.046071
13236,131 BAY STATE R,42.350487,-71.099311
13237,36 ROCKVALE CR,42.307157,-71.104731
13238,76 CENTRE ST,42.291367,-71.068421
13239,899 BOYLSTON ST,42.348517,-71.084121
13241,1789 COMMONWEALTH AV,42.340817,-71.151321
13244,1833 CENTRE ST,42.286877,-71.154041
13245,8 W EAGLE ST,42.381527,-71.039811
13246,2222 CENTRE ST,42.27361,-71.159694
13247,95 BERKELEY ST,42.347297,-71.070821
13248,23 CORTES ST,42.348417,-71.070771
13249,SUMMER ST AND CHAUNCY ST,42.354483,-71.059138
13250,64 BOARDMAN ST,42.38859,-71.009924
13254,89 BEACON ST,42.354205,-71.077013
13255,1258 MASSACHUSETTS AV,42.321677,-71.062233
13256,1996 CENTRE ST,42.281907,-71.157321
13257,34 AUSTIN ST,42.258959,-71.12603
13258,W BROOKLINE ST,42.341927,-71.074841
13260,5 LEYLAND ST,42.321257,-71.07125
13261,566 COLUMBUS AV,42.340721,-71.081236
13262,ORLEANS ST AND MURRAY CT,42.367753,-71.038263
13263,363 COMMERCIAL ST,42.366037,-71.051233
13265,1247 BOYLSTON ST,42.345167,-71.09559
13266,342 LONGWOOD AV,42.338234,-71.106562
13267,675 SOUTH ST,42.288787,-71.126161
13268,31 WASHINGTON ST,42.307726,-71.082702
13269,SOUTH ST AND JAMAICA ST,42.306296,-71.115082
13272,617 E 7TH ST,42.332137,-71.035591
13273,HARRISON AV,42.339127,-71.070461
13274,6 LITTLEDALE ST,42.273647,-71.125221
13275,364 WASHINGTON ST,42.35579,-71.060143
13276,117 ST BOTOLPH ST,42.344457,-71.081681
13277,PAUL PL,42.346407,-71.067281
13279,SEAVER ST AND ELM HILL AV,42.307563,-71.089119
13280,673 E BROADWAY,42.335177,-71.037991
13281,325 COLUMBIA R,42.309729,-71.072228
13283,HARBOR ST AND CHANNEL ST,42.34482,-71.036812
13284,221 HANOVER ST,42.362727,-71.055301
13285,AMORY ST AND MARBURY TR,42.317751,-71.10177
13286,141 L ST,42.332957,-71.035501
13287,AVERTON ST,42.281807,-71.135641
13288,PLAYSTEAD R,42.30935,-71.094176
13289,1945 COLUMBUS AV,42.316277,-71.098541
13290,CHESTNUT ST AND RIVER ST,42.35692,-71.070293
13291,BLUE HILL AV AND HANSBOROUGH ST,42.287886,-71.090334
13292,BUNKER HILL ST AND CHAPPIE ST,42.382267,-71.069284
13293,04 RIVER ST,42.358295,-71.071097
13294,RICHFIELD ST,42.307469,-71.071068
13297,207 MARION ST,42.375147,-71.034631
13298,56 P ST,42.336387,-71.027011
13299,HOLWORTHY ST,42.316337,-71.089891
13300,LINDEN ST AND GARDNER ST,42.353584,-71.130154
13301,125 QUINCY ST,42.313629,-71.077166
13302,465 MASSACHUSETTS AV,42.339907,-71.081321
13303,501 WESTERN AV,42.361954,-71.144443
13304,CLEVELAND ST,42.255271,-71.130481
13305,COMMONWEALTH AV AND SILBER WAY,42.349384,-71.100572
13306,CLINTON ST AND NORTH ST,42.360721,-71.055893
13307,35 BOWDOIN ST,42.300101,-71.072148
13308,DEERING RD AND WESTMORE R,42.3605,-71.0596
13310,407 W 1ST ST,42.337897,-71.044656
13311,52 THOMPSON ST,42.251848,-71.134146
13312,12 CATHERINE ST,42.288627,-71.113601
13313,HARVEST ST AND HARVEST TR,42.322806,-71.057729
13314,4 SOJOURNER TRUTH CT,42.334447,-71.084561
13315,CONGRESS ST AND NEW SUDBURY ST,42.362424,-71.058525
13316,PROVIDENCE ST,42.351077,-71.069971
13317,1476 CENTRE ST,42.291897,-71.138701
13318,PEARL ST AND HIGH ST,42.355236,-71.054027
13319,56 CENTRE ST,42.291044,-71.068821
13320,CAMBRIDGE ST AND ELKO ST,42.349432,-71.149001
13322,17 WENDOVER ST,42.318577,-71.066051
13323,ARBORWAY AND SOUTH ST,42.3751,-71.0392
13324,D ST AND FLAHERTY WY,42.337483,-71.052397
13326,32 CAMBRIDGE ST,42.359275,-71.059475
13327,129 LONDON ST,42.373407,-71.038671
13328,621 COMMONWEALTH AV,42.349767,-71.101341
13329,422 PUBLIC ALLEY 422,42.354275,-71.07188
13330,159 CAMBRIDGE ST,42.361246,-71.065068
13332,29 MAGEE ST,42.265327,-71.126751
13334,35 SENATOR BOLLING CIRCLE,42.291884,-71.091527
13335,905 ALBANY ST,42.330943,-71.077414
13336,75 CHESTNUT HILL AV,42.345177,-71.153521
13337,W BROADWAY AND 7TH ST,42.3485,-71.0367
13339,EASTON ST AND MYRICK ST,42.359581,-71.13129
13340,399 CONGRESS ST AND B ST,42.375,-71.03972
13341,22 LYNDEBORO ST,42.379777,-71.070371
13343,49 MELCHER ST,42.349437,-71.050381
13344,23 DUNLAP ST,42.292967,-71.073281
13345,246 S HUNTINGTON AV,42.331988,-71.112013
13346,2 LAURIE AV,42.269066,-71.171458
13347,17 GLOUCESTER ST,42.350637,-71.084621
13348,27 WHITTEMORE ST,42.287667,-71.161131
13349,E ST,42.307447,-71.060431
13350,23 SENATOR BOLLING CIRCLE,42.291457,-71.092947
13351,PORTER ST AND BENNINGTON ST,42.37496,-71.038706
13352,945 CANTERBURY ST,42.279065,-71.117492
13353,345 WALNUT AV,42.314494,-71.094158
13355,CRESCENT AV AND RAVEN ST,42.318964,-71.05451
13356,11 OLNEY ST,42.305527,-71.068821
13358,WALDO TR AND WASHINGTON ST,42.375,-71.03972
13360,6 FEDERAL ST,42.356654,-71.056737
13361,108 LASELL ST,42.289017,-71.166981
13362,401 MT VERNON ST,42.320477,-71.044561
13363,ZAMORA ST,42.322266,-71.11322
13364,24 PARKER HILL AV,42.332159,-71.10957
13366,421 LAGRANGE ST,42.280576,-71.157938
13367,TELEGRAPH ST AND MERCER ST,42.332944,-71.04903
13369,9 BLOSSOM ST,42.361118,-71.066959
13370,VINE ST,42.326437,-71.077761
13371,531 E 1ST ST,42.338097,-71.038643
13372,621 BURNETT ST,42.304386,-71.110364
13374,76 SCHOOL ST,42.297219,-71.076242
13375,FRANKLIN ST AND BROAD ST,42.357445,-71.052688
13377,BATCHELDER ST AND MARSHFIELD ST,42.32284,-71.069067
13378,BOWDOIN ST AND QUINCY ST,42.30808,-71.06503
13379,ST CECELIA ST AND BELVIDERE ST,42.346401,-71.086671
13380,131 PETERBOROUGH ST,42.342755,-71.100894
13381,MERIDIAN ST AND LONDON ST,42.373328,-71.039044
13382,HOWARD AV AND QUINCY ST,42.313226,-71.075668
13384,CAMBRIDGE ST AND COURT ST,42.359257,-71.059425
13385,18 BERKELEY ST,42.345953,-71.070457
13386,87 A ST,42.342472,-71.054576
13387,1738 COMMONWEALTH AV,42.341167,-71.149011
13388,HOWARD PL,42.320057,-71.072341
13389,189 BOSTON ST,42.323318,-71.060433
13391,SAVANNAH AV AND ALMONT ST,42.276951,-71.097799
13393,BRAINERD R,42.255077,-71.132911
13394,CHARLES PARK RD AND GARDNER ST,42.279052,-71.175537
13395,312 DARTMOUTH ST,42.352447,-71.078871
13396,HARTFORD ST,42.316117,-71.073161
13397,12 W NEWTON ST,42.339952,-71.074921
13398,2 HELDUN ST,42.277304,-71.168664
13399,301 C ST,42.341697,-71.050154
13401,186 HAVRE ST,42.374298,-71.036792
13402,15 WATER ST,42.288744,-71.039547
13403,412 CAMBRIDGE ST AND HARVARD AV,42.35506,-71.133857
13404,FRIEND ST AND VALENTI WY,42.363982,-71.060474
13405,675 SHAWMUT AV,42.333511,-71.082791
13407,387 BEECH ST,42.277587,-71.136245
13408,TEMPLE ST AND DERNE ST,42.359428,-71.063556
13409,152 H ST,42.332747,-71.041271
13410,SEAFOOD WY AND FID KENNEDY AV,42.34761,-71.032811
13411,NIXON ST AND DAYTON ST,42.293426,-71.064939
13412,51 BEACON ST,42.354205,-71.077013
13414,57 DUSTIN ST,42.332583,-71.053376
13415,2 ELM HILL AV,42.313006,-71.083741
13416,81 ORTON MAROTTA WY,42.338277,-71.055041
13417,5 MCKONE ST,42.289447,-71.047241
13418,WOOD AV AND TACOMA ST,42.269039,-71.110995
13419,BROOK FARM RD AND LYALL ST,42.293023,-71.165878
13420,3 FAN PIER BLV,42.353627,-71.045486
13421,BLUE HILL AV AND HOSMER ST,42.281651,-71.092204
13422,QUINCY ST AND FERNALD TR,42.310051,-71.067431
13424,N WASHINGTON ST,42.272867,-71.144201
13425,13 WELLINGTON ST,42.341727,-71.081701
13426,333 MASSACHUSETTS AV,42.342008,-71.083793
13427,CENTRE ST AND SPRING ST,42.27821,-71.160088
13431,HEMENWAY ST,42.343057,-71.090411
13433,PARMELEE ST,42.335937,-71.076621
13434,25 CAUSEWAY ST,42.364853,-71.062518
13436,B ST AND W 7TH ST,42.338235,-71.05696
13438,F ST AND GOLD ST,42.3358,-71.048954
13439,FRANCIS PARKMAN DR,42.319236,-71.123964
13440,21 HAVRE ST,42.370127,-71.040547
13442,249 COREY R,42.291177,-71.160121
13443,EPPING ST,42.289626,-71.072268
13444,115 CONSTITUTION R,42.272097,-71.088451
13445,148 MINDEN ST,42.305355,-71.061503
13447,25 ADDISON ST,42.385879,-71.018539
13448,15 WESTERN AV,42.364052,-71.119484
13449,CITY SQ AND RUTHERFORD AV,42.3605,-71.0596
13450,218 ARBORWAY,42.306243,-71.118995
13452,138 REDLANDS R,42.291357,-71.154361
13453,48 KILBY ST,42.358082,-71.05549
13455,16 MINER ST,42.3466,-71.102829
13457,1001 COMMONWEALTH AV,42.35222,-71.120966
13458,402 BEACON ST,42.333898,-71.161821
13459,162 O ST AND E 7TH ST,42.375,-71.03972
13460,3 PREBLE ST,42.32943,-71.056497
13461,87 HUNTINGTON AV,42.331965,-71.112055
13462,21 LIME ST,42.357337,-71.071181
13463,MONTCLAIR AV AND FLETCHER ST,42.291833,-71.140568
13464,115 SPRING ST,42.276803,-71.165449
13465,HYDE PARK AV AND COLLINS ST,42.270282,-71.120618
13466,36 SARATOGA ST,42.376172,-71.037532
13467,5 TAFT ST,42.317261,-71.056954
13469,175 HAROLD ST,42.315055,-71.090928
13470,49 MAVERICK ST,42.371158,-71.041241
13471,3 MOZART ST,42.321765,-71.10477
13472,869 COMMONWEALTH AV,42.351116,-71.11484
13473,376 BOYLSTON ST,42.351427,-71.071681
13474,124 MORELAND ST,42.322667,-71.075641
13477,CAMBRIDGE ST AND WINDOM ST,42.359123,-71.123206
13478,ARLINGTON ST AND LEICESTER ST,42.352148,-71.153568
13479,E 2ND ST AND FARRAGUT ST,42.375,-71.03972
13480,1011 SOUTH ST,42.287967,-71.140971
13481,99 BROAD ST,42.357307,-71.052641
13483,MARLBOROUGH ST AND HEREFORD ST,42.350728,-71.086619
13484,47 HANCOCK ST,42.313856,-71.065372
13485,1 INDIA ST,42.358998,-71.054235
13486,3 LEWIS ST,42.363294,-71.051894
13487,41 TEMPLE ST AND CAMBRIDGE ST,42.375,-71.03972
13489,101 PEMBROKE ST,42.342447,-71.076481
13490,MELROSE ST,42.349237,-71.068124
13491,DARTMOUTH ST AND ST JAMES AV,42.349273,-71.076927
13492,442 BUNKER HILL ST,42.382947,-71.071181
13493,RUTHERFORD AV AND UNION ST,42.373984,-71.065316
13494,55 COMMONWEALTH AV,42.353057,-71.075561
13495,ADAMS ST AND ASHMONT ST,42.288242,-71.055347
13496,51 PARKER ST,42.337018,-71.093629
13497,PRINCE ST AND MARGARET ST,42.365498,-71.055956
13498,645 WASHINGTON ST,42.352213,-71.062635
13499,SHANLEY ST,42.310367,-71.069221
13500,16 FEDERAL ST AND HIGH ST,42.375,-71.03972
13502,E 6TH ST AND O ST,42.333223,-71.029165
13503,373 WELD ST,42.293327,-71.149211
13504,ADAMS ST AND LEONARD ST,42.301245,-71.059613
13506,79 IMBARO R,42.242857,-71.139141
13507,275 MEDFORD ST,42.353337,-71.05788
13508,28 CHARTER ST,42.366677,-71.053801
13509,67 BATTERYMARCH ST,42.357035,-71.053582
13510,ROSA ST,42.262377,-71.112331
13511,HEWLETT ST,42.290937,-71.136041
13513,CANAL ST AND CAUSEWAY ST,42.365449,-71.061121
13514,12 E NEWTON ST,42.338075,-71.072667
13515,487 HYDE PARK AV,42.283948,-71.119233
13516,2 STILLMAN ST,42.363587,-71.056041
13517,9 CHESTNUT ST,42.357887,-71.066641
13518,6 WINSHIP ST,42.348944,-71.150685
