fiscal_year,revenue_category_name,fund_category_name,fund_number,sub_fund,sub_fund_name,fund_name,revenue_class_name,cabinet_name,department_code,department_name,revenue_source,revenue_source_name,revenue_collected,fiscal_period,apd_nm,trans_no,fiscal_period_month,fund_number_fund_name,department_code_department,revenue_source_revenue_source
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,3527,REIMB-DOMESTIC CO EXAMINATIONS,87830,10,April,201901001004DOI,10 (April),General Fund (0010),DIVISION OF INSURANCE (DOI),REIMB-DOMESTIC CO EXAMINATIONS (3527)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,COMMISSION AGAINST DISCRIMINATION,CAD,COMMISSION AGAINST DISCRIMINATION,6900,MISC,7,2,August,201901001007CAD,02 (August),General Fund (0010),COMMISSION AGAINST DISCRIMINATION (CAD),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3507,REIMB-OUTPATIENT DIRECT,450.57,11,May,201901001004DPH,11 (May),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),REIMB-OUTPATIENT DIRECT (3507)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE of LABOR and WORKFORCE DEVELOPMENT,EOL,Executive Office of Labor and Workforce Development,0500,FEES,5350,11,May,201901001004EOL,11 (May),General Fund (0010),Executive Office of Labor and Workforce Development (EOL),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3504,REIMB-BOARD & CARE BC/BS,28122.94,7,January,201901001004DPH,07 (January),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),REIMB-BOARD & CARE BC/BS (3504)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DSS,DEPARTMENT OF CHILDREN AND FAMILIES,5260,FED TILE IV-E FED REV FOSTER C,7717690,13,Adjustment 1,201901001003DSS,13 (Adjustment 1),General Fund (0010),DEPARTMENT OF CHILDREN AND FAMILIES (DSS),FED TILE IV-E FED REV FOSTER C (5260)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,CSC,CIVIL SERVICE COMMISSION,0500,FEES,1225,11,May,201901001004CSC,11 (May),General Fund (0010),CIVIL SERVICE COMMISSION (CSC),FEES (0500)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,5311,Reimbursement,16100,7,January,201901001003DPH,07 (January),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Reimbursement (5311)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,HLY,SOLDIERS' HOME in HOLYOKE,6900,MISC,331.5,9,March,201901001007HLY,09 (March),General Fund (0010),SOLDIERS' HOME in HOLYOKE (HLY),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,0568,FEES,84450,11,May,201901001004DPH,11 (May),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),FEES (0568)
2019,CHARGEBACK REVENUES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,BSEA,SEAL Oral Health,1333,4,October,2019010010CBDPH,04 (October),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),SEAL Oral Health (BSEA)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,0572,FEES,30725,9,March,201901001004DPH,09 (March),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),FEES (0572)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,RENTS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,MIL,MILITARY DIVISION,4018,RENTS-ARMORIES,1149.69,3,September,201901001004MIL,03 (September),General Fund (0010),MILITARY DIVISION (MIL),RENTS-ARMORIES (4018)
2019,TAXES,Budgeted Funds,0103,0000,Zero Subfund for 0103 Fund,Commonwealth Transportation Fund,TAXES MOTOR FUEL,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0212,AVIATION GASOLINE C621,52531.54,5,November,201901010301DOR,05 (November),Commonwealth Transportation Fund (0103),DEPARTMENT OF REVENUE (DOR),AVIATION GASOLINE C621 (0212)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,ENVIRONMENTAL AFFAIRS,DPU,DEPARTMENT OF PUBLIC UTILITIES,0535,FEES-EXAMINATIONS,600,10,April,201901001004DPU,10 (April),General Fund (0010),DEPARTMENT OF PUBLIC UTILITIES (DPU),FEES-EXAMINATIONS (0535)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3531,Bd & Care - 3rd Party,0,8,February,201901001004DPH,08 (February),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),Bd & Care - 3rd Party (3531)
2019,DEPARTMENTAL,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,FEES,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,0500,FEES,15488.7,7,January,201901011404FWE,07 (January),Inland Fisheries and Game Fund (0114),DEPARTMENT OF FISH AND GAME (FWE),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0520,FEES-REAP,431675,2,August,201901001004SEC,02 (August),General Fund (0010),SECRETARY OF STATE (SEC),FEES-REAP (0520)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,NON TAX UNIT SPECIAL PROJECTS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,3497,RECOVERIES DATA MATCHES,1962461.29,10,April,201901001004EHS,10 (April),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),RECOVERIES DATA MATCHES (3497)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,ENVIRONMENTAL AFFAIRS,DCR,DEPARTMENT CONSERVATION AND RECREATION,0532,FEES,23000,9,March,201901001004DCR,09 (March),General Fund (0010),DEPARTMENT CONSERVATION AND RECREATION (DCR),FEES (0532)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REVENUE COLLECTIONS BY COURTS,JUDICIARY,TRC,TRIAL COURT,0800,MISCELLANEOUS TRC ONLY,30717.75,3,September,201901001004TRC,03 (September),General Fund (0010),TRIAL COURT (TRC),MISCELLANEOUS TRC ONLY (0800)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,3134,LICENSES-AGENTS,874349.26,8,February,201901001004DOI,08 (February),General Fund (0010),DIVISION OF INSURANCE (DOI),LICENSES-AGENTS (3134)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DYS,DEPARTMENT OF YOUTH SERVICES,5202,FED OPERAT REIMB-MED TLE XIX,1119720,2,August,201901001003DYS,02 (August),General Fund (0010),DEPARTMENT OF YOUTH SERVICES (DYS),FED OPERAT REIMB-MED TLE XIX (5202)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES DEEDS,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0141,DEED EXCISE,12887965.89,8,February,201901001001DOR,08 (February),General Fund (0010),DEPARTMENT OF REVENUE (DOR),DEED EXCISE (0141)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMH,DEPARTMENT OF MENTAL HEALTH,3545,Reimb - Medicare Part D,-7904.6,4,October,201901001004DMH,04 (October),General Fund (0010),DEPARTMENT OF MENTAL HEALTH (DMH),Reimb - Medicare Part D (3545)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,TREASURER & RECEIVER GENERAL,TRE,OFFICE OF THE STATE TREASURER,3018,LICENSES,-300,13,Adjustment 1,201901001004TRE,13 (Adjustment 1),General Fund (0010),OFFICE OF THE STATE TREASURER (TRE),LICENSES (3018)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,JUDICIARY,SJC,SUPREME JUDICIAL COURT,0500,FEES,34400,8,February,201901001004SJC,08 (February),General Fund (0010),SUPREME JUDICIAL COURT (SJC),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,3038,LICENSES-SPORTING,921280.75,12,June,201901011404FWE,12 (June),Inland Fisheries and Game Fund (0114),DEPARTMENT OF FISH AND GAME (FWE),LICENSES-SPORTING (3038)
2019,TAXES,Budgeted Funds,0114,0000,SFUND IS ZERO,Inland Fisheries and Game Fund,TAXES MOTOR FUEL,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0112,GASOLINE,80603.41,8,February,201901011401DOR,08 (February),Inland Fisheries and Game Fund (0114),DEPARTMENT OF REVENUE (DOR),GASOLINE (0112)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SALE OF GOODS,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,4500,SALES,728.5,9,March,201901001004DPH,09 (March),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),SALES (4500)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,5248,FED OPERRATION REIMB-MED TITLE XIX,4231768.09,8,February,201901001003DPH,08 (February),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),FED OPERRATION REIMB-MED TITLE XIX (5248)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,GIC,GROUP INSURANCE COMMISSION,3502,REIMB-CITIES AND TOWNS,4642009.2,13,Adjustment 1,201901001004GIC,13 (Adjustment 1),General Fund (0010),GROUP INSURANCE COMMISSION (GIC),REIMB-CITIES AND TOWNS (3502)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE of LABOR and WORKFORCE DEVELOPMENT,EOL,Executive Office of Labor and Workforce Development,6900,MISC,340,9,March,201901001007EOL,09 (March),General Fund (0010),Executive Office of Labor and Workforce Development (EOL),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,2700,FINES AND PENALTIES,3035,3,September,201901001004DOI,03 (September),General Fund (0010),DIVISION OF INSURANCE (DOI),FINES AND PENALTIES (2700)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,6926,MISC-GENERAL,-2178902.21,12,June,201901001007DOR,12 (June),General Fund (0010),DEPARTMENT OF REVENUE (DOR),MISC-GENERAL (6926)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOI,DIVISION OF INSURANCE,0508,FEES-SERVICE OF PROCESS,612,8,February,201901001004DOI,08 (February),General Fund (0010),DIVISION OF INSURANCE (DOI),FEES-SERVICE OF PROCESS (0508)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REVENUE COLLECTIONS BY COURTS,JUDICIARY,TRC,TRIAL COURT,0750,GENERAL REVENUE COURTS ONLY,4089826.41,4,October,201901001004TRC,04 (October),General Fund (0010),TRIAL COURT (TRC),GENERAL REVENUE COURTS ONLY (0750)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,TREASURER & RECEIVER GENERAL,TRE,OFFICE OF THE STATE TREASURER,3098,LICENSES-SPECIAL-ALCOHOL,5853.55,3,September,201901001004TRE,03 (September),General Fund (0010),OFFICE OF THE STATE TREASURER (TRE),LICENSES-SPECIAL-ALCOHOL (3098)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,REG,DIVISION OF PROFESSIONAL LICENSURE,0567,FEES-ELEVATOR INSPECTION,1725268,12,June,201901001004REG,12 (June),General Fund (0010),DIVISION OF PROFESSIONAL LICENSURE (REG),FEES-ELEVATOR INSPECTION (0567)
2019,DEPARTMENTAL,Budgeted Funds,0103,ABP1,Recovery Zone Special Obligation Bonds,Commonwealth Transportation Fund,FEES,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,0500,FEES,8440472.18,7,January,201901010304DOT,07 (January),Commonwealth Transportation Fund (0103),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DCP,CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION,4013,RENTS,900,1,July,201901001004DCP,01 (July),General Fund (0010),CAPITAL ASSET MANAGEMENT and MAINTENANCE DIVISION (DCP),RENTS (4013)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMH,DEPARTMENT OF MENTAL HEALTH,4013,RENTS,1250,12,June,201901001004DMH,12 (June),General Fund (0010),DEPARTMENT OF MENTAL HEALTH (DMH),RENTS (4013)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0622,LIMIT LIAB CHARTERS-PARTNERSHP,2500,7,January,201901001004SEC,07 (January),General Fund (0010),SECRETARY OF STATE (SEC),LIMIT LIAB CHARTERS-PARTNERSHP (0622)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOB,DIVISION OF BANKS,3130,CHARTER & MERGER ETC.,3100,1,July,201901001004DOB,01 (July),General Fund (0010),DIVISION OF BANKS (DOB),CHARTER & MERGER ETC. (3130)
2019,OTHER FINANCING SOURCES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,OPERATING TRANSFERS IN,TREASURER & RECEIVER GENERAL,LOT,LOTTERY AND GAMING COMMISSION,9002,TRANSFER - MISC,258032496.6,8,February,201901001008LOT,08 (February),General Fund (0010),LOTTERY AND GAMING COMMISSION (LOT),TRANSFER - MISC (9002)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF ECONOMIC DEVELOPMENT,DOB,DIVISION OF BANKS,0547,CONSUMER CREDIT EXAM,51990,1,July,201901001004DOB,01 (July),General Fund (0010),DIVISION OF BANKS (DOB),CONSUMER CREDIT EXAM (0547)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,6900,MISC,192.8,6,December,201901001007SDB,06 (December),General Fund (0010),SHERIFF DEPARTMENT BERKSHIRE (SDB),MISC (6900)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF EDUCATION,GCC,GREENFIELD COMMUNITY COLLEGE,2201,DEBT COLLECTION,13568.06,13,Adjustment 1,201901001004GCC,13 (Adjustment 1),General Fund (0010),GREENFIELD COMMUNITY COLLEGE (GCC),DEBT COLLECTION (2201)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0518,CORP. ANNUAL RPT. NP,18425,3,September,201901001004SEC,03 (September),General Fund (0010),SECRETARY OF STATE (SEC),CORP. ANNUAL RPT. NP (0518)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DMH,DEPARTMENT OF MENTAL HEALTH,0500,FEES,5300,2,August,201901001004DMH,02 (August),General Fund (0010),DEPARTMENT OF MENTAL HEALTH (DMH),FEES (0500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,ENV,EXECUTIVE OFFICE OF ENVIRONMENTAL AFFAIRS,3000,LICENSES,10,9,March,201901001004ENV,09 (March),General Fund (0010),EXECUTIVE OFFICE OF ENVIRONMENTAL AFFAIRS (ENV),LICENSES (3000)
2019,ASSESSMENTS,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,SPECIAL ASSESSMENTS,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,4826,ASSESSMENT-TRUST FUND MGMT.,3935.13,2,August,201901001002DOR,02 (August),General Fund (0010),DEPARTMENT OF REVENUE (DOR),ASSESSMENT-TRUST FUND MGMT. (4826)
2019,DEPARTMENTAL,Budgeted Funds,2001,0001,Marijuana Regulation Fund,Marijuana Regulation Fund,FEES,CANNABIS CONTROL COMMISSION,CNB,CANNABIS CONTROL COMMISSION,0562,FEES,267000,11,May,201901200104CNB,11 (May),Marijuana Regulation Fund (2001),CANNABIS CONTROL COMMISSION (CNB),FEES (0562)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES RAFFLE AND BAZAAR,TREASURER & RECEIVER GENERAL,LOT,LOTTERY AND GAMING COMMISSION,0150,RAFFLE AND BAZAAR,79440.34,11,May,201901001001LOT,11 (May),General Fund (0010),LOTTERY AND GAMING COMMISSION (LOT),RAFFLE AND BAZAAR (0150)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,3505,REIMB-BOARD AND CARE 3RD PARTY,1050036.63,7,January,201901001004DPH,07 (January),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),REIMB-BOARD AND CARE 3RD PARTY (3505)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FINES AND PENALTIES,CAMPAIGN & POLITICAL FINANCE,CPF,CAMPAIGN & POLITICAL FINANCE,2700,FINES AND PENALTIES,1500,1,July,201901001004CPF,01 (July),General Fund (0010),CAMPAIGN & POLITICAL FINANCE (CPF),FINES AND PENALTIES (2700)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,FWE,DEPARTMENT OF FISH AND GAME,3148,FISHING -B0ATING PERMITS,51945,7,January,201901001004FWE,07 (January),General Fund (0010),DEPARTMENT OF FISH AND GAME (FWE),FISHING -B0ATING PERMITS (3148)
2019,TAXES,Budgeted Funds,0103,ABP1,Recovery Zone Special Obligation Bonds,Commonwealth Transportation Fund,TAXES MOTOR FUEL,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0114,MOTOR CARRIER (88.24),482868.82,6,December,201901010301DOR,06 (December),Commonwealth Transportation Fund (0103),DEPARTMENT OF REVENUE (DOR),MOTOR CARRIER (88.24) (0114)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REVENUE COLLECTIONS BY COURTS,JUDICIARY,TRC,TRIAL COURT,5500,PROBATION FEES  TRC,1734831.65,12,June,201901001004TRC,12 (June),General Fund (0010),TRIAL COURT (TRC),PROBATION FEES  TRC (5500)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,DOT,MASSACHUSETTS DEPARTMENT OF TRANSPORTATION,2203,CMVI COLLECTION /CMNWLTH,424003.76,9,March,201901001004DOT,09 (March),General Fund (0010),MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (DOT),CMVI COLLECTION /CMNWLTH (2203)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,POL,DEPARTMENT OF STATE POLICE,5200,FED OPERATIONS REIMBURSEMENT,128188.52,4,October,201901001003POL,04 (October),General Fund (0010),DEPARTMENT OF STATE POLICE (POL),FED OPERATIONS REIMBURSEMENT (5200)
2019,OTHER REVENUE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,MISCELLANEOUS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,EPS,EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY,6900,MISC,2915.62,3,September,201901001007EPS,03 (September),General Fund (0010),EXECUTIVE OFFICE OF PUBLIC SAFETY & HOMELAND SECURITY (EPS),MISC (6900)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,DPH,DEPARTMENT OF PUBLIC HEALTH,5203,FED OPERAT REIMB-MEDIC-TLE 18,82775.55,9,March,201901001003DPH,09 (March),General Fund (0010),DEPARTMENT OF PUBLIC HEALTH (DPH),FED OPERAT REIMB-MEDIC-TLE 18 (5203)
2019,FEDERAL GRANTS AND REIMBURSE,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEDERAL REIMBURSEMENT OPERAT,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,5284,SSA DATA MATCH FEES,6000,6,December,201901001003SDM,06 (December),General Fund (0010),SHERIFF DEPARTMENT MIDDLESEX (SDM),SSA DATA MATCH FEES (5284)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF EDUCATION,RGT,DEPARTMENT OF HIGHER EDUCATION,2201,DEBT COLLECTION,24200.73,5,November,201901001004RGT,05 (November),General Fund (0010),DEPARTMENT OF HIGHER EDUCATION (RGT),DEBT COLLECTION (2201)
2019,CHARGEBACK REVENUES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,ENVIRONMENTAL AFFAIRS,AGR,DEPARTMENT of AGRICULTURAL RESOURCES,SPAL,AGR Pesticide Application License,300,11,May,2019010010CBAGR,11 (May),General Fund (0010),DEPARTMENT of AGRICULTURAL RESOURCES (AGR),AGR Pesticide Application License (SPAL)
2019,TAXES,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,TAXES BUSINESS CORP,EXECUTIVE OFFICE FOR ADMINSTRATION & FINANCE,DOR,DEPARTMENT OF REVENUE,0191,Combined Reporting,56494220.05,11,May,201901001001DOR,11 (May),General Fund (0010),DEPARTMENT OF REVENUE (DOR),Combined Reporting (0191)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,EXECUTIVE OFFICE OF EDUCATION,NSC,NORTH SHORE COMMUNITY COLLEGE,0530,FEES-TUITION,0,4,October,201901001004NSC,04 (October),General Fund (0010),NORTH SHORE COMMUNITY COLLEGE (NSC),FEES-TUITION (0530)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,FEES,SECRETARY OF STATE,SEC,SECRETARY OF STATE,0526,FEES-LABELS/TRADEMARKS,6615,8,February,201901001004SEC,08 (February),General Fund (0010),SECRETARY OF STATE (SEC),FEES-LABELS/TRADEMARKS (0526)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,LICENSE AND PERMITS,ENVIRONMENTAL AFFAIRS,EQE,DEPARTMENT OF ENVIRONMENTAL PROTECTION,3000,LICENSES,13586.78,11,May,201901001004EQE,11 (May),General Fund (0010),DEPARTMENT OF ENVIRONMENTAL PROTECTION (EQE),LICENSES (3000)
2019,DEPARTMENTAL,Budgeted Funds,0010,0000,SFUND IS ZERO,General Fund,REIMBURSEMENT FOR SERVICES,EXECUTIVE OFFICE OF HEALTH & HUMAN SERVICES,EHS,EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES,3544,REIMB-ESTATE COLLECTIONS,5564204.4,10,April,201901001004EHS,10 (April),General Fund (0010),EXECUTIVE OFFICE OF HEALTH and HUMAN SERVICES (EHS),REIMB-ESTATE COLLECTIONS (3544)
